school,applicant
新加坡国立大学化学科学理学硕士,"华南理工大学, 化学工程与工艺, 一年工作经验，GPA3.11，雅思6.5"
新加坡国立大学化学科学理学硕士,"海南大学, 化学工程与工艺, 已毕业，GPA3.24，雅思6.5"
新加坡国立大学化学科学理学硕士,"大连理工大学, 化学工程与工艺（电化学方向）, 三年工作经验，GPA81.1，托福90"
新加坡国立大学统计学,"清华大学, 经济金融, 大四，GPA3.38，雅思6.5"
新加坡国立大学统计学,"清华大学, 数学, 三年工作经验，GPA77，托福85"
新加坡国立大学数据科学与机器学习理学硕士,"清华大学, 自动化, 大四，GPA3.1，雅思6.5"
新加坡国立大学数据科学与机器学习理学硕士,"西安交通大学, 大数据管理与应用, 大四，GPA89，雅思7.0，GRE320"
新加坡国立大学生物多样性保护与基于自然的气候解决方案理学硕士,"山东大学, 生态学, 大四，GPA83.65，雅思6.0"
南洋理工大学分析学,"吉林大学, 统计学, 大四，GPA87.3，雅思7.5，GRE327"
新加坡国立大学数学理学硕士,"山东大学, 信息与计算科学, 已毕业，GPA87，托福91"
新加坡国立大学数学理学硕士,"山东大学, 数学, 大四，GPA85，雅思7.0"
新加坡国立大学数学理学硕士,"中国人民大学, 数学与应用数学, 已毕业，GPA3.25，雅思6.5"
新加坡国立大学技术物理学理学硕士,"南京大学, 物理, 大四，GPA3.74，雅思7.0"
新加坡国立大学统计学,"中央财经大学, 应用统计学, 已毕业，GPA88，雅思6.0"
新加坡国立大学数据科学与机器学习理学硕士,"华盛顿大学, Statistics (Data Science), 大四，GPA3.84，GRE326"
南洋理工大学分析学,"暨南大学, 经济统计学, 大四，GPA89.6，雅思7.0，GRE322"
南洋理工大学分析学,"华盛顿大学, Statistics (Data Science), 大四，GPA3.84，GRE326"
新加坡国立大学技术物理学理学硕士,"华南师范大学, 光电信息科学与工程, 大四，GPA86，雅思7.0"
新加坡国立大学物理,"华南师范大学, 物理师范, 大四，GPA3.37，雅思6.5"
新加坡国立大学技术物理学理学硕士,"华南师范大学, 物理师范, 大四，GPA3.37，雅思6.5"
南洋理工大学化学科学与仪器理学硕士,"广东以色列理工学院, 化学工程与工艺, 大四，GPA87.7，雅思6.5"
南洋理工大学精密科学仪器理学硕士,"华南师范大学, 光电信息科学与工程, 大四，GPA86，雅思7"
新加坡国立大学数学理学硕士,"河海大学, 数学, 毕业1年，GPA84.2，雅思6"
新加坡国立大学数据科学与机器学习理学硕士,"南京大学, 金融工程, 已毕业，GPA4.42，雅思6"
新加坡国立大学统计学,"南开大学, 数学, 毕业1年，GPA84.4，雅思6.5"
新加坡国立大学统计学,"威斯康星大学麦迪逊分校, 计算机和数学, 大四，GPA3.77，GRE321"
新加坡国立大学统计学,"对外经济贸易大学, 精算, 大四，GPA87.29，雅思7.5"
新加坡国立大学生物多样性与基于自然的气候解决方案理学硕士,"华东师范大学, 生物科学, 大四，GPA3.44，雅思6.5"
新加坡国立大学化学科学理学硕士,"华南理工大学, 化学创新班, 大四，GPA3.02"
新加坡国立大学生物技术理学硕士,"哈尔滨工业大学（威海）, 生物工程, 大四，GPA81.13，雅思6.5"
新加坡国立大学化学科学理学硕士,"北京化工大学, 应用化学, 大四，GPA3.59，雅思6.5"
新加坡国立大学化学科学理学硕士,"西北工业大学, 高分子材料, 大四，GPA80.45，雅思7"
新加坡国立大学化学科学理学硕士,"厦门大学, 化学, 大四，GPA84.18"
新加坡国立大学统计学,"吉林大学, 金融数学, 大四，GPA85.6，雅思:6.5(L:6.5/R:7/W:6.5/S:6)"
新加坡国立大学统计学,"南京信息工程大学, 金融工程, 大四，GPA92，托福103，GRE329"
新加坡国立大学统计学,"西南财经大学, 金融学, 大四，GPA3.8，雅思7.5"
新加坡国立大学数据科学与机器学习理学硕士,"新南威尔士大学, 金融和计算机双学位, 大四，GPA86.62，雅思7.5，GRE329"
新加坡国立大学化学科学理学硕士,"广东以色列理工学院, 化学工程与工艺, 大四，GPA82"
南洋理工大学化学科学与仪器理学硕士,"广东以色列理工学院, 化学工程与工艺, 大四，GPA82"
新加坡国立大学生物技术理学硕士,"武汉大学, 生物科学, 工作半年，GPA87，托福96"
新加坡国立大学化学科学理学硕士,"浙江工业大学, 环境工程, 大四，GPA3.83，雅思7.0"
新加坡国立大学化学科学理学硕士,"复旦大学, 化学, 大四，GPA3.02，雅思6.5"
新加坡国立大学统计学硕士,"中央财经大学, 应用统计学, 大四，GPA88.02，托福99，GRE330"
南洋理工大学分析学硕士,"加州大学戴维斯分校, 应用数学和数据科学统计双专业, 大四，GPA3.7，GRE335"
新加坡国立大学统计学硕士,"香港中文大学（深圳）, 数据科学, 大四，GPA3.35，托福97，GRE320"
新加坡国立大学统计学硕士,"加州大学戴维斯分校, 应用数学, 大四，GPA3.49，GRE320"
新加坡国立大学统计学硕士,"中山大学, 统计学, 大四，GPA87，雅思6.5，GRE317"
新加坡国立大学统计学硕士,"华东理工大学, 工程管理, 大四，GPA87.6，雅思7.5，GRE325"
新加坡国立大学统计学硕士,"中国海洋大学, 信息与计算科学, 大四，GPA3.4，雅思6.5，GRE326"
新加坡国立大学统计学硕士,"华东师范大学, 统计, 大四，GPA3.59，托福102，GRE322"
新加坡国立大学统计学硕士,"中南财经政法大学, 统计学, 大四，GPA90.3，雅思7，GRE323"
新加坡国立大学统计学硕士,"吉林大学, 金融数学, 大四，GPA89.65，雅思7.0，GRE324"
新加坡国立大学统计学硕士,"中南财经政法大学, 金融数学, 大四，GPA86.55，雅思7.5，GRE322"
新加坡国立大学统计学硕士,"中国传媒大学, 应用统计学, 大四，GPA90，雅思7.5，GRE324"
新加坡国立大学统计学硕士,"北京交通大学, 统计+金融双学位, 大四，GPA3.73，雅思7.0，GRE330"
新加坡国立大学化学科学理学硕士,"华南理工大学, 能源化学工程, 大四，GPA3.53，雅思6"
新加坡国立大学数据科学与机器学习理学硕士,"吉林大学, 金融数学, 大四，GPA89.65，雅思7.0，GRE324"
新加坡国立大学 统计学硕士,"长安大学, 国际经济与贸易, 大四，GPA88.47，雅思6.5，GRE318"
新加坡国立大学能源与环境化学硕士,"苏州大学, 化学, 应届毕业生，GPA84，雅思6"
新加坡国立大学 统计学硕士,"对外经济贸易大学, 精算学（精算与风险管理实验吧）, 大四，GPA88，雅思7，GRE323"
新加坡国立大学 统计学硕士,"北京交通大学, 统计学, 大四，GPA84.2，雅思7，GRE321"
新加坡国立大学 统计学硕士,"北京理工大学, 统计, 大四，GPA85.33，雅思7，GRE322"
新加坡国立大学能源与环境化学硕士,"中国药科大学, 药物制剂（卓越工程师方向）, 大四，GPA86.71，雅思6"
新加坡国立大学能源与环境化学硕士,"四川大学, 高分子材料与工程, 毕业，GPA81.76，雅思6.0"
新加坡国立大学 统计学硕士,"中央财经大学, 大数据营销, 已毕业，GPA90.78，托福87，GRE324"
新加坡国立大学 统计学硕士,"南京大学, 信息管理与信息系统, 一年工作经验，GPA4.28，雅思6.5，GRE318"
新加坡国立大学 统计学硕士,"东南大学, 统计学, 大四，GPA87.76，托福89，GRE321"
新加坡国立大学 统计学硕士,"香港中文大学（深圳）, 经济学, 大四，GPA3.54，雅思7，GRE318"
新加坡国立大学 统计学硕士,"北京邮电大学, 数学与应用数学, 大四，GPA85.51"
新加坡国立大学 统计学硕士,"西南财经大学, 金融, 大四，GPA85.8，雅思6.5，GRE310"
新加坡国立大学 统计学硕士,"上海交通大学, 生物信息与统计, 大四，GPA83.92，托福101，GRE322"
新加坡国立大学 统计学硕士,"上海大学, 数学与应用数学, 已毕业，GPA86.03，雅思7，GRE320"
新加坡国立大学 统计学硕士,"南开大学, 信息管理与信息系统, 1年工作经验，GPA85.9，托福86，GRE321"
新加坡国立大学 统计学硕士,"清华大学, 材料科学与工程, 2年工作经验，GPA83.2，雅思6.5，GRE322"
新加坡国立大学 统计学硕士,"中国人民大学, 统计, 毕业1年，GPA3.27，雅思6.5，GRE321"
新加坡国立大学应用物理硕士,"澳大利亚国立大学, 物理&数学, 已毕业，GPA76"
新加坡国立大学物理硕士,"澳大利亚国立大学, 物理&数学, 已毕业，GPA76"
新加坡国立大学能源与环境化学硕士,"江南大学, 环境工程, 已毕业，GPA87，雅思6.5"
新加坡国立大学能源与环境化学硕士,"南京航空航天大学, 材料科学与工程, 大四，GPA3.5，雅思6.5"
新加坡国立大学能源与环境化学硕士,"中国海洋大学, 生态学, 大四，GPA3.51，雅思6.0"
新加坡国立大学数学硕士,"香港中文大学（深圳）, 经济学, 大四，GPA3.54，雅思7，GRE318"
新加坡国立大学数学硕士,"澳大利亚国立大学, 物理&数学, 已毕业，GPA76"
南洋理工大学分析学硕士,"东北大学秦皇岛分校, 统计学, 大四，GPA85.4，雅思7，GRE322"
南洋理工大学分析学硕士,"南京大学, 信息管理与信息系统, 半年工作经验，GPA4.28，雅思6.5，GRE318"
新加坡国立大学数据科学与机器学习理学硕士,"清华大学, 材料科学与工程, 2年工作经验，GPA83.2，雅思6.5，GRE322"
新加坡国立大学数据科学与机器学习理学硕士,"北京航空航天大学, 探测制导与控制技术, 大四，GPA3.61，雅思6.5，GRE319"
新加坡国立大学数据科学与机器学习理学硕士,"上海交通大学, 生物信息与统计, 大四，GPA83.92，托福101，GRE322"
新加坡国立大学能源与环境化学硕士,"以色列理工学院, 化学工程, 大四，GPA80.1"
新加坡国立大学能源与环境化学硕士,"以色列理工学院, 化学工程, 大四，GPA83.8"
新加坡国立大学 统计学硕士,"厦门大学, 金融/会计, 大四，GPA85.74，雅思6.5 /5.5"
新加坡国立大学 统计学硕士,"西南财经大学, 财务管理, 大四，GPA3.9，雅思7.5，GMAT670"
新加坡国立大学 统计学硕士,"中央财经大学, 金融学, 大四，GPA85.8，托福96，GMAT690"
新加坡国立大学 统计学硕士,"吉林大学, 数学与应用数学, 大四，GPA93，雅思6.5(5.5)"
新加坡国立大学 统计学硕士,"武汉大学, 数理金融双学位, 大四，GPA3.76，托福91，GRE317"
新加坡国立大学 统计学硕士,"西南财经大学, 金融工程, 大四，GPA3.7，雅思6.5"
新加坡国立大学 统计学硕士,"浙江财经大学, 应用统计, 大四，GPA90.25，托福94"
新加坡国立大学 统计学硕士,"四川大学, 数学与应用数学金融方向, 大四，GPA83.91，雅思6.5"
新加坡国立大学 统计学硕士,"华东理工大学, 工程管理, 大四，GPA86，雅思7，GMAT660"
新加坡国立大学 统计学硕士,"中国海洋大学, 数学与应用数学, 大四，GPA85.96，雅思6.5，GRE318"
新加坡国立大学 统计学硕士,"中国人民大学, 统计学, 大四，GPA3.66，托福89，GRE325+3"
新加坡国立大学 统计学硕士,"南京大学, 金融工程, 大四，GPA4.54/5.0，托福97，GMAT690"
新加坡国立大学 统计学硕士,"北京科技大学, 数学与应用数学, 大四，GPA86，雅思6.5"
新加坡国立大学 统计学硕士,"西南财经大学, 金融智能与信息管理, 大四，GPA85.9，雅思6(5.5)"
新加坡国立大学 统计学硕士,"中国矿业大学, 金融学, 大四，GPA3.75，雅思6.5"
新加坡国立大学 统计学硕士,"南京大学, 财务管理, 大四，GPA4.41/5.0，雅思6.5(5.5)，GRE319"
新加坡国立大学 统计学硕士,"多伦多大学, 主修统计辅修数学与经济, 已毕业，GPA3.28"
新加坡国立大学 统计学硕士,"武汉大学, 国际经济与贸易, 大四，GPA3.71，雅思6.5"
新加坡国立大学 统计学硕士,"北京林业大学, 电子商务, 大四，GPA87.68，雅思6.5"
新加坡国立大学 统计学硕士,"暨南大学, 金融, 大四，GPA3.63/5.0，雅思6.5(5.5)"
新加坡国立大学 统计学硕士,"对外经济贸易大学, 精算, 大四，GPA87.6，托福96，GRE317+3"
新加坡国立大学 统计学硕士,"中国人民大学, 经济统计学, 工作2年，GPA2.99，雅思6.0(5.0)"
新加坡国立大学 统计学硕士,"山东大学, 会计学, 大四，GPA86，雅思7，GMAT660"
新加坡国立大学 统计学硕士,"北京航空航天大学, 金融工程, 大四，GPA80，雅思6.5，GRE312"
新加坡国立大学 统计学硕士,"对外经济贸易大学, 法律和金融双学位, 大四，GPA86.18，托福105，GRE323+3.5"
新加坡国立大学能源与环境化学硕士,"中国石油大学（北京）, 能源化工, 大四，GPA88，雅思6"
新加坡国立大学数学硕士,"北京科技大学, 数学与应用数学, 大四，GPA86，雅思6.5"
新加坡国立大学能源与环境化学硕士,"北京化工大学, 高分子材料工程, 大四，GPA89.7，雅思6(5.5)"
新加坡国立大学能源与环境化学硕士,"北京工业大学, 环境科学, 大四，GPA83，雅思6.5"
新加坡国立大学 统计学硕士,"西南财经大学, 金融学, 应届毕业生，GPA3.9，托福97，GMAT690"
新加坡国立大学 统计学硕士,"西南交通大学, 土木工程, 大四，GPA88，雅思6.5"
新加坡国立大学 统计学硕士,"上海交通大学, 金融, 大四，GPA81.9，雅思6.5"
新加坡国立大学 统计学硕士,"中央财经大学, 经济统计, 大四，GPA88.32，雅思6.5"
新加坡国立大学 统计学硕士,"四川大学, 金融工程, 大四，GPA88，雅思6.5"
新加坡国立大学 统计学硕士,"北京工业大学, 金融, 大四，GPA90，雅思6，GMAT670"
新加坡国立大学 统计学硕士,"山东大学（威海）, 统计学, 大四，GPA87.82，托福95，GRE317"
新加坡国立大学 统计学硕士,"浙江大学, 金融, 大四，GPA87，雅思7，GMAT660"
新加坡国立大学 统计学硕士,"山东大学（威海）, 信息与计算科学, 大四，GPA85，雅思7，GRE320"
新加坡国立大学能源与环境化学硕士,"西北农林科技大学, 环境工程, 大四，GPA81，雅思5.5"
新加坡国立大学能源与环境化学硕士,"山东大学（威海）,  应用化学, 已毕业，GPA3.2，雅思6"
新加坡国立大学能源与环境化学硕士,"四川大学, 高分子材料与工程, 大四，GPA83，雅思7"
新加坡国立大学应用物理硕士,"北京理工大学, 光电信息科学与工程, 大四，GPA87，雅思6(5)"
新加坡国立大学统计学硕士offer一枚,"四川大学, 经济学, 大四，GPA 88，雅思7.5，GMAT 670"
新加坡国立大学统计学硕士offer一枚,"中国人民大学, 金融, 大四，GPA 86，雅思6"
新加坡国立大学统计学硕士offer一枚,"南京大学, 会计学, 大四，GPA 87，雅思7，GMAT 740"
新加坡国立大学统计学硕士offer一枚,"上海交通大学, 机械工程及自动化, 二专金融，两年半工作经验，GPA 87.8，托福108，GMAT 720"
新加坡国立大学统计学硕士offer一枚,"华东理工大学, 材料工程, 研二，GPA 80，雅思6"
新加坡国立大学化学硕士offer一枚,"华南理工大学, 应用化学, 大四，GPA 81.4，雅思6"
新加坡国立大学化学硕士offer一枚,"南京理工大学, 材料化学, 大四，GPA 85.71，雅思6.5"
新加坡国立大学应用物理硕士offer一枚,"复旦大学, 核科学与技术, 大四，GPA 82，雅思6.5"
新加坡国立大学统计学硕士offer一枚,"西蒙弗雷泽大学, 统计学, 大四，GPA 3.5/4"
新加坡国立大学化学硕士offer一枚,"上海应用技术大学, 应用化学, 大四，GPA 87，雅思 6.5，奥克兰理工大学双学位"
新加坡国立大学化学硕士offer一枚,"苏州大学, 纳米科学与技术, 大四，GPA 3.2，雅思 6.5"
新加坡国立大学应用物理硕士offer一枚,"华东理工大学, 应用物理学, 大四，GPA 3.42，雅思 6"
新加坡国立大学统计学硕士offer一枚,"中国人民大学, 统计, 大四，GPA 88，雅思 6.5"
新加坡国立大学应用物理硕士一枚,"山东大学（威海）, 应用物理, 大四，GPA 78，雅思6"
新加坡国立大学统计学硕士offer一枚,"清华大学, 车辆工程, 大四，GPA 91，雅思 6.5，辅修经济学"
新加坡国立大学统计学硕士offer一枚,"对外经济贸易大学, 金融工程, 大四，GPA 87，托福 95， GRE 321"
新加坡国立大学统计学硕士offer一枚,"华中科技大学, 金融, 大四，GPA 89，雅思 7"
新加坡国立大学统计学硕士offer一枚,"湖南大学, 金融, 大四，GPA 86，雅思 6.5"
新加坡国立大学统计学硕士offer一枚,"南开大学, 风险管理与保险学, 大四，GPA 85，托福87，GRE309"
新加坡国立大学统计学硕士offer一枚,"奥克兰大学, 财务与会计, GPA 7.737/9， Double Major in Financial and Accounting"
新加坡国立大学统计学硕士offer一枚,"河北工业大学, 工程管理, 大四，GPA 88，托福 89"
新加坡国立大学统计学硕士offer一枚,"厦门大学, 国际经济与贸易, 大四，GPA 84，雅思7"
新加坡国立大学食品科学与技术硕士offer一枚,"华南理工大学, 食品科学与工程, 李同学，华南理工大学，食品科学与工程，GPA 3.6，雅思6.5"
新加坡国立大学统计学offer一枚,"西安交通大学, 数学与应用数学, 高同学，西安交通大学，GPA83分，雅思7分，有ACCA证书"
新加坡国立大学化学offer一枚,"陕西科技大学, 应用化学, 杨同学，陕西科技大学，应用化学，7年工作经验，雅思5.5"
