school,applicant
威斯敏斯特大学社交媒体与数字传播硕士,"The University of Sunderland, 国际旅游及酒店管理, 三年工作经验，GPA54，无"
纽卡斯尔大学跨文化交际与国际管理文学硕士,"上海大学, 汉语国际教育, 三年以上工作经验，GPA78，无"
爱丁堡大学语言与认知的演变理学硕士,"上海交通大学, 英语, 已毕业，GPA3.48，雅思7.0(L:8.0/R:9.0/W:6.0/S:5.5)"
杜伦大学法学硕士,"西南政法大学, 法学, 已毕业，GPA84.6，无"
纽卡斯尔大学法学硕士,"武汉科技大学, 法学, 大四，GPA78.14，无"
纽卡斯尔大学教育:国际视角文学硕士,"广东培正学院, 应用心理学(心理咨询与辅导方向), 大四，GPA81.1，暂无"
利兹大学法律与社会正义法学硕士,"常州大学, 法学, 大四，GPA78.4，无"
伦敦大学学院电影研究文学硕士,"中南财经政法大学, 电影学, 大四，GPA89.75，无"
谢菲尔德大学城市设计与规划文学硕士,"青岛理工大学, 建筑, 一年工作经验，GPA3.75，待考"
利兹大学全球政治经济文学硕士,"北京工业大学, 国际经济与贸易, 两年工作经验，GPA83.97，暂无"
伦敦大学学院教育政策研究文学硕士,"厦门大学马来西亚分校, 大四，GPA3.74，雅思6.5"
诺丁汉大学公共政策文学硕士,"广东技术师范大学, 信息管理与信息系统, 大四，GPA87.38，雅思6.5"
诺丁汉大学国际传媒与传播研究文学硕士,"中国青年政治学院, 广播电视学, 三年以上工作经验，GPA2.83，暂无"
南安普顿大学法学硕士,"浙江财经大学, 法学, 大四，GPA85.05，雅思6"
诺丁汉大学国际法法学硕士,"华东政法大学, 劳动与社会保障, 已毕业，GPA84.83，无"
埃克塞特大学国际教育文学硕士,"四川外国语大学成都学院, 法语, 三年以上工作经验，GPA80，雅思6.0(L:6.0/R:5.5/W:5.5/S:6.0)"
纽卡斯尔大学跨文化交际与国际管理文学硕士,"兰州理工大学, 会计学, 已毕业，GPA82.29，待考"
伦敦政治经济学院国际社会与公共政策理学硕士,"四川大学, 行政管理, 大四，GPA87，无"
曼彻斯特大学知识产权法法学硕士,"北京航空航天大学, 法学, 已毕业，GPA3.65，雅思7.5"
曼彻斯特大学知识产权法法学硕士,"华东政法大学, 法学(国际经济法方向), 已毕业，GPA89.6，雅思7"
伦敦大学学院城市研究理学硕士,"天津大学, 环境设计, 已毕业，GPA3.53"
曼彻斯特大学对外英语教学文学硕士,"东北财经大学, 工商管理（跨国公司管理方向）, 两年工作经验，GPA83.77，无"
曼彻斯特大学法律学法学硕士,"华东政法大学, 法学(民商法), 已毕业，GPA3.72，托福70"
利兹大学国际法与全球治理法学硕士,"华东政法大学, 侦查学, 大四，GPA83.76，雅思:7(L:8.5/R:7/W:6.5/S:6)"
曼彻斯特大学国际政治经济文学硕士,"上海外国语大学, 日语, 已毕业，GPA87.5，雅思:7.0(L:7.0/R:9.0/W:6.5/S:6.0)"
拉夫堡大学数字创意媒体理学硕士,"The University of Sunderland, 国际旅游及酒店管理, 三年工作经验，GPA54，无"
埃克塞特大学国际教育文学硕士,"广东培正学院, 应用心理学(心理咨询与辅导方向), 大四，GPA81.1，暂无"
格拉斯哥大学社会学理学硕士,"北京工业大学, 英语, 大四，GPA85.34，待考"
华威大学对外英语教学文学硕士,"北京语言大学, 英语, 大四，GPA86.7，雅思6.5"
爱丁堡大学公共卫生硕士,"苏州大学, 生物技术, 大四，GPA82，雅思7"
雷丁大学公共政策文学硕士,"Toronto Metropolitan University, Urban and Regional Planning, 大四，GPA70，免"
纽卡斯尔大学跨文化交际与媒体研究文学硕士,"assumption university, 数字媒体传播, 大四，GPA2.99，雅思7.5"
伯明翰大学公共管理理学硕士,"江汉大学, 历史学, 大四，GPA84.85，雅思:6(L:6/R:6/W:5/S:6)"
格拉斯哥大学创意产业和文化政策理学硕士,"西南民族大学, 汉语言文学, 已毕业，GPA86.23，暂无"
埃克塞特大学对外英语教学教育学硕士,"上海杉达学院, 英语, 已毕业，GPA79，无"
爱丁堡大学语音与语言处理理学硕士,"上海外国语大学, 语言学, 大四，GPA90.13，雅思7.5(L:8.5/R:8.0/W:7.0/S:6.5)"
纽卡斯尔大学电影理论与实践文学硕士,"内蒙古科技大学包头师范学院, 数字媒体艺术, 大四，GPA84，无"
布里斯托大学法学文学硕士,"同济大学, 土木工程（辅修法学）, 大四，GPA81.6，六级560"
伦敦政治经济学院国际社会与公共政策理学硕士,"复旦大学, 国际政治, 大四，GPA85，雅思7.0"
伦敦大学学院国际公共政策理学硕士,"北京外国语大学, 外交学, 大四，GPA88，雅思7.5"
伦敦大学学院全球治理与伦理理学硕士,"北京外国语大学, 外交学, 大四，GPA88，雅思7.5"
杜伦大学国际关系文学硕士,"贵州大学, 大四，GPA82.36，CET6-568"
利兹大学对外英语教学研究文学硕士,"上海体育学院, 英语（体育英语方向）, 大四，GPA83.06，无"
谢菲尔德大学国际公共与政治传播文学硕士,"中国青年政治学院, 广播电视学, 三年以上工作经验，GPA2.83，暂无"
华威大学国际公司治理与金融监管法学硕士,"中国政法大学, 经济 法律, 大四，GPA86.1，无"
诺丁汉大学教育学文学硕士,"四川外国语大学成都学院, 法语, 三年以上工作经验，GPA80，雅思6.0(L:6.0/R:5.5/W:5.5/S:6.0)"
杜伦大学跨文化交流与教育硕士,"对外经济贸易大学, 财政学, 大四，GPA79.88，雅思:6.5(L:7.5/R:7/W:6/S:5.5)"
诺丁汉大学法学硕士,"华东政法大学, 劳动与社会保障, 已毕业，GPA84.83，无"
约克大学教育学文学硕士,"四川外国语大学成都学院, 法语, 三年以上工作经验，GPA80，雅思6.0(L:6.0/R:5.5/W:5.5/S:6.0)"
纽卡斯尔大学媒体与公共关系文学硕士,"中央民族大学, 工商管理, 大四，GPA76.55，无"
华威大学艺术、企业与发展文学硕士,"上海外国语大学, 日语, 大四，GPA88.68，雅思:7.5(L:8/R:8.5/W:6.5/S:6)"
阿伯丁大学电影、视觉文化与艺术管理文学硕士,"宁波财经学院, 表演, 大四，GPA83.06，无"
卡迪夫大学数字纪录片文学硕士,"四川大学锦城学院, 网络与新媒体, 大四，GPA79.86，托福:107(L:28/R:27/W:27/S:25)"
伦敦大学国王学院新兴市场政治经济学理学硕士,"东华大学, 金融学, 大四，GPA3.61，雅思:7.5(L:7.5/R:8.5/W:6.5/S:7.0)，GRE:318"
南安普顿大学全球文学产业管理文学硕士,"上海视觉艺术学院, 文化产业管理, 三年工作经验，GPA87.14，无"
卡迪夫大学理疗理学硕士,"南方医科大学, 康复治疗学, 大四，GPA81.9，无"
诺丁汉大学对外汉语教学文学硕士,"四川外国语大学成都学院, 法语, 三年以上工作经验，GPA80，雅思6.0(L:6.0/R:5.5/W:5.5/S:6.0)"
谢菲尔德大学数字文化与传播硕士,"山东艺术学院, 影视摄影与制作, 已毕业，GPA86.93，暂无"
阿伯丁大学对外英语教学理学硕士,"上海杉达学院, 英语, 已毕业，GPA79，无"
南安普顿大学教育学理学硕士,"四川外国语大学, 商务英语, 大四，GPA85.41，无"
卡迪夫大学政治学与公共政策经济理学硕士,"浙江大学城市学院, 行政管理, 大四，GPA85.5，无"
伦敦大学国王学院知识产权与信息法法学硕士,"北京航空航天大学, 法学, 已毕业，GPA3.65，雅思7.5"
谢菲尔德大学数字文化与传播硕士,"南京传媒学院, 数字媒体技术, 已毕业，GPA85.23，暂无"
诺丁汉大学心理健康研究与实践理学硕士,"广东培正学院, 应用心理学(心理咨询与辅导方向), 大四，GPA81.1，暂无"
格拉斯哥大学法学硕士,"北京航空航天大学, 法学, 大四，GPA84，雅思6.5"
谢菲尔德大学国际公共与政治传播文学硕士,"湖南科技大学, 环境设计, 已毕业，GPA82.32，暂无"
伦敦大学学院国际公共政策理学硕士,"格拉斯哥, 经济学, 大四，GPA3.81，免"
格拉斯哥大学法学硕士,"青岛大学, 法学, 大四，GPA3.7，无"
约克大学心理健康与健康教育理学硕士,"广东培正学院, 应用心理学(心理咨询与辅导方向), 大四，GPA81.1，暂无"
伦敦大学学院全球医疗保健管理（金融）理学硕士,"中南财经政法大学, 金融学, 大四，GPA91.79，托福101，GRE322"
华威大学影视研究文学硕士,"中国传媒大学, 文化产业管理（影视制片管理方向）, 已毕业，GPA86.13，雅思6.5"
伦敦大学学院法律硕士,"北京邮电大学, 法学, 大四，GPA89.55，雅思7.0"
卡迪夫大学数字纪录片文学硕士,"湘潭大学, 广告学, 三年以上工作经验，GPA80.89，无"
利兹大学社会、文化与媒体文学硕士,"上海大学, 汉语国际教育, 三年以上工作经验，GPA78，无"
伦敦政治经济学院国际关系理论与历史理学硕士,"北京外国语大学, 外交学, 大四，GPA88，雅思7.5"
约克大学社会媒体与管理理学硕士,"宁波财经学院, 表演, 大四，GPA83.06，无"
约克大学社会媒体与社会研究文学硕士,"宁波财经学院, 表演, 大四，GPA83.06，待考，不考"
卡迪夫大学数字媒体与社会文学硕士,"宁波财经学院, 表演, 大四，GPA82.38，暂无"
约克大学社会媒体与社会研究文学硕士,"宁波财经学院, 表演, 大四，GPA82.38，暂无"
约克大学社会媒体与管理理学硕士,"宁波财经学院, 表演, 大四，GPA82.38，暂无"
伦敦政治经济学院近期发展政治经济学理学硕士,"UNSW, 经济, 大四，GPA80.2，无"
南安普顿大学教育学理学硕士,"江西师范大学, 新闻学, 已毕业，GPA87，无"
卡迪夫大学国际公共关系与全球通信管理文学硕士,"浙江越秀外国语学院, 编辑出版学, 已毕业，GPA79，无"
伦敦大学学院材料和视觉文化文学硕士,"苏州大学, 新闻学, 大四，GPA3.9，雅思7"
格拉斯哥大学媒体管理理学硕士,"南京师范大学, 网络与新媒体, 已毕业，GPA83，无"
纽卡斯尔大学国际关系文学硕士,"上海视觉艺术学院, 广播电视编导(文学策划与创作方向), 大四，GPA85，无"
雷丁大学教育学文学硕士,"四川外国语大学成都学院, 法语, 三年以上工作经验，GPA80，雅思6.0(L:6.0/R:5.5/W:5.5/S:6.0)"
伦敦大学学院材料和视觉文化文学硕士,"山东大学, 新闻传播学类, 大四，GPA88.36，无"
华威大学心理学与教育文学硕士,"华东师范大学, 心理学, 三年以上工作经验，GPA76.74，无"
利兹大学数字媒体文学硕士,"澳门科技大学, 传播学, 大四，GPA3.7，雅思7.0"
格拉斯哥大学媒体管理理学硕士,"University of Ottawa, Communication, 大四，GPA7.6，免语言"
华威大学心理学与教育文学硕士,"湖南师范大学, 应用心理学, 大四，GPA82.8，待考"
莱斯特大学国际教育（专家方向）文学硕士,"四川外国语大学成都学院, 法语, 三年以上工作经验，GPA80，雅思6.0(L:6.0/R:5.5/W:5.5/S:6.0)"
阿伯丁大学电影、视觉文化与艺术管理文学硕士,"四川大学锦城学院, 网络与新媒体, 大四，GPA79.86，托福:107(L:28/R:27/W:27/S:25)"
谢菲尔德大学城市设计与规划文学硕士,"台湾中原大学, 景观学, 大四，GPA80.08，暂无，考试中"
纽卡斯尔大学媒体与公共关系文学硕士,"北京城市学院, 影视摄影与制作, 大四，GPA82.6，无"
伦敦大学金史密斯学院品牌、传播与文化文学硕士,"上海大学, 广播电视编导, 三年以上工作经验，GPA3，暂无"
诺丁汉大学法学硕士,"上海公安学院, 刑事科学技术, 已毕业，GPA90，雅思6"
诺丁汉大学劳务与组织心理学理学硕士,"广东培正学院, 应用心理学(心理咨询与辅导方向), 大四，GPA81.1，暂无"
兰卡斯特大学设计管理文学硕士,"南京艺术学院, 艺术管理, 大四，GPA3.61，无"
华威大学国际公司治理与金融监管法学硕士,"澳门科技大学, 法学, 大四，GPA3.5，雅思7"
诺丁汉大学国际关系文学硕士,"华侨大学, 英语, 三年以上工作经验，GPA82.8，雅思6.5"
卡迪夫大学数字媒体与社会文学硕士,"浙江越秀外国语学院, 编辑出版学, 已毕业，GPA79，无"
曼彻斯特大学跨文化传播文学硕士,"北京语言大学, 国际政治, 大四，GPA88.6，雅思:8.0(L:8.5/R:8.5/W:6.5/S:8.5)"
利兹大学知识产权法法学硕士,"浙江财经大学, 法学, 大四，GPA85.05，雅思6"
杜伦大学社会文化人类学文学硕士,"对外经济贸易大学, 财政学, 大四，GPA79.88，雅思:6.5(L:7.5/R:7/W:6/S:5.5)"
伦敦大学学院比较文学文学硕士,"苏州大学, 西班牙语, 大四，GPA90，无"
伦敦大学学院全球医疗保健管理（金融）理学硕士,"宁波诺丁汉大学, 金融财务与管理, 大四，GPA70，雅思6.5"
埃克塞特大学商法法学硕士,"常州大学, 法学, 大四，GPA78.4，无语言成绩"
布里斯托大学比较文学和文化文学硕士,"上海海事大学, 英语(航运), 大四，GPA88.18，无语言成绩"
谢菲尔德大学跨文化交流文学硕士,"上海大学, 汉语国际教育, 三年以上工作经验，GPA78，无语言成绩"
卡迪夫大学国际公共关系与全球通信管理文学硕士,"上海视觉艺术学院, 广播电视编导(文学策划与创作方向), 大四，GPA85，无语言成绩"
华威大学商业与专业跨文化交流理学硕士,"上海外国语大学, 日语, 大四，GPA88.68，雅思7.5"
利物浦大学对外英语教学文学硕士,"上海杉达学院, 英语, 已毕业，GPA79，无语言成绩"
布里斯托大学国际关系理学硕士,"上海外国语大学, 语言学, 大四，GPA90.13，雅思7.5"
利兹大学专业语言和跨文化研究文学硕士,"江苏师范大学, 翻译, 大四，GPA84.35，无语言成绩"
纽卡斯尔大学媒体与公共关系文学硕士,"浙江传媒学院, 广播电视编导（媒体创意）, 大四，GPA83.51，雅思6.5"
伦敦大学国王学院法学硕士,"北京航空航天大学, 法学, 大四，GPA87.2，雅思7.0"
卡迪夫大学数字媒体与社会文学硕士,"四川大学锦城学院, 网络与新媒体, 大四，GPA79.86，托福107"
伦敦大学玛丽皇后学院创意产业与艺术组织文学硕士,"湖北民族大学, 广播电视编导, 已毕业，GPA89.06，无语言成绩"
格拉斯哥大学心理学研究教育学硕士,"武汉大学, 信息安全, 三年以上工作经验，GPA3.35，无语言成绩"
南安普顿大学国际商法与公司法法学硕士,"中国政法大学, 经济 法律, 大四，GPA86.1，无语言成绩"
伦敦大学学院教育文学硕士,"伦敦大学学院, 教育学, 大四，GPA65.5，免语言成绩"
爱丁堡大学语言和跨文化交流理学硕士,"华南农业大学, 商务英语, 大四，GPA90，雅思7"
华威大学公共政策文学硕士,"西安交通大学, 行政管理, 大四，GPA81.73，雅思6.5"
爱丁堡大学媒介间性：文学、电影与对话中的艺术理学硕士,"华中农业大学, 广告学, 大四，GPA90，无语言成绩"
爱丁堡大学东亚关系理学硕士,"北京外国语大学, 外交学, 大四，GPA88，雅思7.5"
利兹大学社会与公共政策文学硕士,"浙江农林大学, 汉语言文学, 大四，GPA85.7，雅思6.5"
利兹大学法律与金融理学硕士,"上海立信会计金融学院, 保险学, 大四，GPA85.46，雅思7.0"
爱丁堡大学媒介间性：文学、电影与对话中的艺术理学硕士,"苏州大学, 新闻学, 大四，GPA3.9，雅思7.0"
南安普顿大学英语教育/对外英语教学文学硕士,"北京语言大学, 英语, 大四，GPA86.7，雅思6.5"
诺丁汉大学教育学文学硕士,"重庆师范大学, 酒店管理, 一年工作经验，GPA82.3，免语言成绩"
莱斯特大学国际关系文学硕士,"吉林外国语大学, 德语, 三年以上工作经验，GPA73，无语言成绩"
诺丁汉大学理疗（普通）理学硕士,"南方医科大学, 康复治疗学, 大四，GPA81.9，无语言成绩"
爱丁堡大学比较文学理学硕士,"杭州师范大学, 汉语国际教育(非师范), 三年工作经验，GPA4.05，雅思6"
杜伦大学古典文学硕士,"苏州大学, 西班牙语, 大四，GPA90，无语言成绩"
爱丁堡大学电影研究理学硕士,"中南财经政法大学, 电影学, 大四，GPA89.75，无语言成绩"
爱丁堡大学比较文学理学硕士,"东北大学, 英语, 已毕业，GPA89.84，雅思7.5"
爱丁堡大学英国文学理学硕士（1900年至今的英国文学：文学与现代性）,"东北大学, 英语, 已毕业，GPA89.84，雅思7.5"
纽卡斯尔大学教育:国际视角文学硕士,"对外经济贸易大学, 财政学, 大四，GPA79.88，雅思6.5"
诺丁汉大学教育领导力与管理文学硕士,"对外经济贸易大学, 财政学, 大四，GPA79.88，雅思6.5"
伦敦大学学院国际公共政策理学硕士,"澳门城市大学, 国际款待与旅游业管理, 大四，GPA87，无语言成绩"
纽卡斯尔大学媒体与公共关系文学硕士,"河北师范大学, 播音编导双学位, 三年以上工作经验，GPA81.3，无语言成绩"
卡迪夫大学数字媒体与社会文学硕士,"复旦大学, 社会学, 一年工作经验，GPA75，无语言成绩"
利兹大学社会、文化与媒体文学硕士,"浙江农林大学, 汉语言文学, 大四，GPA3.57，雅思6.5"
利兹大学电影研究文学硕士,"浙江传媒学院, 广播电视编导（媒体创意）, 大四，GPA83.51，雅思6.5"
格拉斯哥大学教育、公共政策和平等理学硕士,"浙江农林大学, 汉语言文学, 大四，GPA3.57，雅思6.5"
布里斯托大学公共法律法学硕士,"北京航空航天大学, 法学, 大四，GPA87.2，雅思7.0"
谢菲尔德大学建筑设计文学硕士,"中国矿业大学（徐州）, 建筑学, 已毕业，GPA3.48，雅思6.5"
伦敦大学国王学院语言与文化多样性文学硕士,"华南农业大学, 商务英语, 大四，GPA90，雅思7"
纽卡斯尔大学国际多媒体新闻业文学硕士,"大连外国语大学, 新闻, 三年以上工作经验，GPA84.26，无语言成绩"
南安普顿大学教育学理学硕士,"中国传媒大学, 俄语, 大四，GPA81，无语言成绩"
爱丁堡大学体育政策、管理与国际发展理学硕士,"沈阳体育学院, 公共事业管理, 已毕业，GPA88，无语言成绩"
伯明翰大学对外英语教学文学硕士,"上海体育学院, 英语, 大四，GPA83.06，无语言成绩"
雷丁大学国际商法-知识产权法与管理法学硕士,"常州大学, 法学, 大四，GPA78.4，无语言成绩"
布里斯托大学公共政策理学硕士,"西安交通大学, 行政管理, 大四，GPA81.73，雅思6.5"
爱丁堡大学社会研究理学硕士,"澳门科技大学, 传播学, 大四，GPA3.7，雅思7.0"
华威大学心理学与教育文学硕士,"西南大学, 教育学, 大四，GPA84，雅思7.0"
谢菲尔德大学国际公共与政治传播文学硕士,"河北师范大学, 播音编导双学位, 三年以上工作经验，GPA81.3，无语言成绩"
利兹大学专业语言和跨文化研究文学硕士,"大连外国语大学, 新闻, 三年以上工作经验，GPA84.26，无语言成绩"
爱丁堡大学全球健康政策理学硕士,"上海海事大学, 英语, 大四，GPA88.18，无语言成绩"
利兹大学电影研究文学硕士,"长春师范大学, 戏剧影视文学, 大四，GPA87，无语言成绩"
格拉斯哥大学政治传播学理学硕士,"北京语言大学, 国际政治, 大四，GPA88，雅思8.0"
伦敦大学国王学院心理健康研究理学硕士,"湖南师范大学, 应用心理学, 大四，GPA82，无语言成绩"
华威大学商业与专业跨文化交流理学硕士,"香港岭南大学, 文化研究(数字文化与媒体实践), 大四，GPA80，雅思7.0"
纽卡斯尔大学社会学与社会研究文学硕士,"华中农业大学, 地理信息科学, 大四，GPA80.87，雅思6.5"
卡迪夫大学国际新闻学文学硕士,"大连外国语大学, 新闻, 三年以上工作经验，GPA84.26，无语言成绩"
格拉斯哥大学对外英语教学理学硕士,"上海体育学院, 英语, 大四，GPA83.06，无语言成绩"
谢菲尔德大学跨文化交流文学硕士,"对外经济贸易大学, 财政学, 大四，GPA79.88，无语言成绩"
利兹大学专业语言和跨文化研究文学硕士,"淮南师范学院, 英语, 大四，GPA82.2，雅思6.0"
利物浦大学英国文学:科幻小说研究文学硕士,"济南大学, 汉语国际教育, 已毕业，GPA3.28，无语言成绩"
伯明翰大学影视剧研究与拍摄文学硕士,"南昌航空大学, 新闻学, 大四，GPA84.7，无语言成绩"
利兹大学电影研究文学硕士,"中央戏剧学院, 影视编导专业（导演方向）的, 已毕业，GPA84.43，无语言成绩"
杜伦大学法学硕士,"华东政法大学, 侦查学(经济侦查）, 大四，GPA83.76，雅思7.0"
利兹大学社会、文化与媒体文学硕士,"西安工程大学, 英语, 已毕业，GPA86.01，无语言成绩"
华威大学翻译与文化文学硕士,"南京理工大学, 英语，辅修知识产权, 大四，GPA84.5，雅思7.5"
伦敦大学学院电影研究文学硕士,"南京邮电大学, 广告, 大四，GPA90.19，雅思6.5"
华威大学国际政治经济文学硕士,"北京理工大学, 国际经济与贸易, 大四，GPA81.62，无语言成绩"
利兹大学语言学与英语教学文学硕士,"江苏师范大学, 翻译, 大四，GPA84.35，无语言成绩"
曼彻斯特大学社会学文学硕士,"上海政法学院, 社会学, 大四，GPA86，无语言成绩"
伦敦大学学院电影研究文学硕士,"中国传媒大学, 文化产业管理（影视制片管理方向）, 已毕业，GPA86.13，雅思6.5"
伦敦大学国王学院教育学文学硕士,"南京工业大学, 英语, 大四，GPA91，无语言成绩"
利兹大学社会、文化与媒体文学硕士,"江南大学, 三年以上工作经验，GPA88，雅思6.5"
曼彻斯特大学政治学文学硕士,"上海师范大学, 行政管理, 已毕业，GPA84.75，无语言成绩"
杜伦大学法学硕士,"北京航空航天大学, 法学, 大四，GPA84，雅思6.5"
曼彻斯特大学国际教育（对外英语教学）文学硕士,"南京工业大学, 英语, 大四，GPA91，无语言成绩"
谢菲尔德大学心理学与教育文学硕士,"华东师范大学, 心理学, 三年以上工作经验，GPA76.74，无语言成绩"
布里斯托大学对外英语教学理学硕士,"重庆师范大学, 酒店管理, 一年工作经验，GPA82.3，免语言成绩"
谢菲尔德大学数字文化与传播硕士,"上海外国语大学, 网络与新媒体, 大四，GPA84，无语言成绩"
谢菲尔德大学心理学与教育文学硕士,"湖南师范大学, 应用心理学, 大四，GPA82，无语言成绩"
曼彻斯特大学社会学文学硕士,"江西师范大学, 商务英语, 已毕业，GPA86.45，雅思6.5"
谢菲尔德大学对外英语教学文学硕士,"上海体育学院, 英语, 大四，GPA83.06，无语言成绩"
谢菲尔德大学教育学文学硕士,"华东交通大学, 软件工程, 三年以上工作经验，GPA77.2，雅思6.0"
纽卡斯尔大学城市规划理学硕士,"山东建筑大学, 工程管理, 一年工作经验，GPA78.47，无语言成绩"
爱丁堡大学健康体育活动理学硕士,"北京体育大学, 体育舞蹈, 一年工作经验，GPA3.41，无语言成绩"
爱丁堡大学舞蹈科学与教育理学硕士,"北京体育大学, 体育舞蹈, 一年工作经验，GPA3.41，无语言成绩"
伦敦大学国王学院战略沟通文学硕士,"北京语言大学, 国际政治, 大四，GPA88，雅思8.0"
利兹大学电影研究文学硕士,"中国传媒大学, 文化产业管理（影视制片管理方向）, 已毕业，GPA86.13，雅思6.5"
南安普顿大学电影研究文学硕士,"中国传媒大学, 文化产业管理（影视制片管理方向）, 已毕业，GPA86.13，雅思6.5"
伦敦大学城市学院媒体与传播文学硕士,"四川电影电视学院, 播音与主持艺术, 已毕业，GPA78.11，无语言成绩"
南安普顿大学电影与文化管理文学硕士,"长春师范大学, 戏剧影视文学, 大四，GPA87，无语言成绩"
南安普顿大学健康心理学理学硕士,"华东师范大学, 心理学, 三年以上工作经验，GPA76.74，无语言成绩"
