school,applicant
爱丁堡大学高级化学工程理学硕士,"东华大学, 轻化工程, 大四，GPA3.01，无语言成绩"
南安普顿大学可持续能源科技理学硕士,"东北石油大学, 石油工程, 已毕业，GPA81.26，无语言成绩"
南安普顿大学运输规划与工程（基础设施）理学硕士,"北京交通大学, 交通运输, 大四，GPA83.3，雅思7.5"
爱丁堡大学高级化学工程理学硕士,"湖南大学, 材料科学与工程, 大四，GPA81.92，无语言成绩"
布里斯托大学计算机科学理学硕士,"江南大学, 应用化学, 大四，GPA84，雅思7.0"
纽卡斯尔大学网络安全理学硕士,"湖北工业大学, 计算机科学与技术, 已毕业，GPA82.76，无语言成绩"
约克大学工程管理理学硕士,"内蒙古科技大学, 工程管理, 已毕业，GPA85.05，无语言成绩"
南安普顿大学项目管理理学硕士,"东北林业大学, 工程管理（中外合作办学）, 已毕业，GPA83.33，雅思7.0"
纽卡斯尔大学高级计算机科学理学硕士,"湖北工业大学, 计算机科学与技术, 已毕业，GPA82.76，无语言成绩"
谢菲尔德大学网络安全与人工智能理学硕士,"西北大学, 软件工程, 三年以上工作经验，GPA81.8，无语言成绩"
约克大学智能机器人理学硕士,"北京航空航天大学, 生物医学工程, 大四，GPA79.59，无语言成绩"
卡迪夫大学计算机学理学硕士,"东华大学, 功能材料(新能源与光电材料方向), 一年工作经验，GPA77，雅思7.0"
纽卡斯尔大学嵌入式系统与物联网理学硕士,"北京理工大学珠海学院, 软件工程, 已毕业，GPA78.5，无语言成绩"
布里斯托大学高等复合材料理学硕士,"湖南大学, 材料科学与工程, 大四，GPA81.92，无语言成绩"
布里斯托大学沉浸式技术（虚拟和增强现实）理学硕士,"江南大学, 应用化学, 大四，GPA84，雅思7.0"
谢菲尔德大学纳米材料与材料科学理学硕士,"南京航空航天大学, 材料科学与工程, 大四，GPA81，无语言成绩"
纽卡斯尔大学高级计算机科学理学硕士,"北京理工大学珠海学院, 软件工程, 已毕业，GPA78.5，无语言成绩"
谢菲尔德大学电子与电气工程理学硕士,"西南石油大学, 电子信息工程, 大四，GPA80.4，暂无"
纽卡斯尔大学计算机科学理学硕士,"东华大学, 功能材料(新能源与光电材料方向), 一年工作经验，GPA77，雅思7.0"
谢菲尔德大学电子与电气工程理学硕士,"江苏大学, 电气工程及其自动化, 大四，GPA84，雅思6.0"
伯明翰大学材料科学与工程学理学硕士,"湖南大学, 材料科学与工程, 大四，GPA3.3，无语言成绩"
利兹大学医学工程理学硕士,"北京航空航天大学, 生物医学工程, 大四，GPA79.59，无语言成绩"
利兹大学电子与电气工程工学硕士,"西南石油大学, 电子信息工程, 大四，GPA80.4，暂无"
利兹大学高性能制图与游戏工程理学硕士,"北京理工大学珠海学院, 软件工程, 已毕业，GPA78.5，无语言成绩"
埃克塞特大学工程商业管理理学硕士,"内蒙古科技大学, 工程管理, 已毕业，GPA85.05，无语言成绩"
诺丁汉大学计算机科学或计算机科学（人工智能）路径（2年制）硕士,"北京科技大学, 信息管理与信息系统, 大四，GPA83.5，无语言成绩"
诺丁汉大学计算机科学/计算机科学（人工智能）理学硕士,"广西科技大学, 软件工程, 大四，GPA82.63，雅思6.0"
华威大学计算机科学理学硕士,"香港浸会大学, 计算机科学与技术, 已毕业，GPA3.25，雅思7.0"
伯明翰大学电力系统理学硕士,"东北林业大学, 电气工程及其自动化, 大四，GPA85.68，托福113"
卡迪夫大学软件工程理学硕士,"宁波诺丁汉大学, 计算机科学与技术, 大四，GPA50，雅思6.5"
曼彻斯特大学生物材料学理学硕士,"华南农业大学, 材料, 大四，GPA87.23，雅思7.0"
爱丁堡大学人工智能理学硕士,"暨南大学, 信息与计算科学, 已毕业，GPA91.7，无语言成绩"
布里斯托大学纳米科学和功能纳米材料理学硕士,"南京大学, 材料物理, 已毕业，GPA81.2，无语言成绩"
曼彻斯特大学高分子材料科学与工程理学硕士,"华南农业大学, 材料, 大四，GPA87.23，雅思7.0"
华威大学方案和项目管理理学硕士,"重庆大学, 工程管理, 已毕业，GPA84，托福103，GRE318"
爱丁堡大学计算机科学理学硕士,"北京航空航天大学, 自动化, 一年工作经验，GPA86.65，托福104，GRE325"
利兹大学高级计算机科学理学硕士,"江西师范大学, 软件工程（软件技术）, 大四，GPA81.13，雅思6.5"
伯明翰大学材料科学与工程学理学硕士,"华南农业大学, 材料, 大四，GPA87.23，雅思7.0"
爱丁堡大学环境、文化与社会理学硕士,"北京林业大学, 野生动物与自然保护区管理, 大四，GPA89.65，雅思7.0"
卡迪夫大学计算机学理学硕士,"郑州大学, 机械工程, 三年以上工作经验，GPA74，雅思7.0"
爱丁堡大学认知科学理学硕士,"华东理工大学, 信息工程, 一年工作经验，GPA3.55，托福86"
阿伯丁大学信息技术理学硕士,"郑州大学, 机械工程, 三年以上工作经验，GPA74，雅思7.0"
帝国理工学院运输理学硕士,"东北师范大学, 供应链管理, 大四，GPA87.75，雅思6.5"
伯明翰大学电子与计算机工程理学硕士,"南京工程学院, 自动化, 大四，GPA3.66，无语言成绩"
谢菲尔德大学材料科学与工程理学硕士,"华南农业大学, 材料, 大四，GPA87.23，雅思7.0"
伯明翰大学通信工程理学硕士,"西安电子科技大学, 信息工程, 大四，GPA82，无语言成绩"
伦敦大学学院土木工程理学硕士,"中国矿业大学, 土木工程系, 大四，GPA87.2，雅思6.0"
格拉斯哥大学电子电气工程理学硕士,"西安电子科技大学, 信息工程, 大四，GPA82，无语言成绩"
格拉斯哥大学地理信息技术与制图学理学硕士,"福州大学, 人文地理与城乡规划, 已毕业，GPA3.23，无语言成绩"
伦敦大学学院系统工程管理理学硕士,"上海大学, 通信工程, 三年以上工作经验，GPA2.92，无语言成绩"
南安普顿大学可持续性理学硕士,"四川农业大学, 人文地理与城乡规划, 已毕业，GPA84，无语言成绩"
