school,applicant
雪城大学计算机科学理学硕士offer一枚,"西交利物浦大学, 计算机科学与技术, 大四，GPA3.19，托福100，GRE320"
纽约大学电气工程硕士,"华北电力大学, 电力, 已毕业，GPA89.78，托福95，GRE318"
哥伦比亚大学电气工程硕士,"武汉大学, 电气工程及其自动化, 已毕业，GPA84，雅思:7 (L:7/R:8.5/W:6.5/S:6.5) ，GRE328"
约翰霍普金斯大学机械工程硕士offer一枚,"北京航空航天大学, 机械工程, 大四，GPA88.01，雅思7.5，GRE329"
布兰迪斯大学计算机科学理学硕士offer一枚,"中山大学, 行政管理, 大四，GPA3.9，雅思8，GRE326"
东北大学电气与计算机工程硕士offer一枚,"西交利物浦大学, 计算机科学与技术, 大四，GPA3.19，托福100，GRE320"
宾夕法尼亚大学计算机与信息技术硕士,"北京航空航天大学, 机械和航空, 大四，GPA91.7，雅思7.5，GRE333"
约翰霍普金斯大学生物信息学理学硕士offer一枚,"埃默里大学, 生物/数学, 大四，GPA4.0，GRE326"
纽约大学电气工程硕士,"武汉大学, 电气工程及其自动化, 已毕业，GPA3.58，雅思7"
佛罗里达大学电子与计算机工程硕士offer一枚,"华中科技大学, 测控技术与仪器, 大四，GPA77.3，托福108，GRE318"
纽约大学计算机工程理学硕士offer一枚,"华中科技大学, 测控技术与仪器, 大四，GPA77.3，托福108，GRE318"
南加州大学工业与系统工程理学硕士offer一枚,"广东工业大学, 交通运输, 大四，GPA3.53，托福98，GRE316"
南加州大学机械工程理学硕士offer一枚,"重庆大学, 机械, 大四，GPA3.65，托福92，GRE317"
东北大学机械工程理学硕士offer一枚,"重庆大学, 机械, 大五，GPA3.65，托福92，GRE317"
圣路易斯华盛顿大学机械工程理学硕士offer一枚,"重庆大学, 机械, 大五，GPA3.65，托福92，GRE317"
伍斯特理工学院计算机科学理学硕士offer一枚,"东南大学, 计算机科学与技术, 大四，GPA3.3，托福100，GRE320"
北卡罗来纳州立大学罗利分校计算机网络硕士offer一枚,"东南大学, 计算机科学与技术, 大四，GPA3.3，托福100，GRE320"
罗切斯特大学机械工程理学硕士offer一枚,"重庆大学, 机械, 大五，GPA3.65，托福92，GRE317"
南加州大学计算机科学硕士offer一枚,"中国人民大学, 计算机科学与技术, 大四，GPA85，托福100，GRE320"
普渡大学西拉法叶分校计算机与信息技术硕士offer一枚,"南京理工大学, 软件工程, 大四，GPA84，托福97，GRE322"
西北大学材料科学与工程理学硕士offer一枚,"北京科技大学, 材料科学与工程, 大四，GPA3.86，雅思7.5，GRE323+3"
莱斯大学电气与计算机工程硕士offer一枚,"天津大学, 电气工程及其自动化, 大四，GPA87，托福99，GRE321"
南加州大学建造管理硕士offer一枚,"湖南大学, 建筑环境与能源应用工程专业（采暖通风）, 大四，GPA88，雅思7.0，GRE324"
南加州大学机械工程理学硕士offer一枚,"北京航空航天大学, 飞行器设计与工程, 大四，GPA3.5，托福99，GRE321"
俄亥俄州立大学电气与计算工程理学硕士offer一枚,"上海大学, 通信, 大四，GPA86，托福104，GRE313"
马里兰大学帕克分校土木与环境工程工学硕士offer一枚,"浙江大学, 土木工程, 大四，GPA83.9，托福99，GRE321"
罗切斯特大学电子及电脑工程硕士offer一枚,"中山大学, 通信工程, 18年毕业，GPA84，托福103，GRE324"
哥伦比亚大学机械工程理学硕士offer一枚,"北京航空航天大学, 飞行器设计与工程, 大四，GPA3.5，托福99，GRE321"
杜克大学工程管理硕士offer一枚,"大连理工大学, 力学, 大四，GPA90，雅思7，GRE322"
康奈尔大学环境工程硕士offer一枚,"天津大学, 港口航道与海岸工程, 大四，GPA93-95，雅思7，GRE330"
宾夕法尼亚大学材料科学与工程理学工程硕士offer一枚,"北京科技大学, 材料科学与工程, 大四，GPA3.86，雅思7.5，GRE323+3"
罗格斯大学信息技术和分析理学硕士offer一枚,"河海大学, 信息管理与信息系统, 大四，GPA83.6，托福86，GRE317"
加州大学伯克利分校工业工程与运筹学硕士offer一枚,"对外经济贸易大学, 金融工程, 大四，GPA87，托福108，GRE332"
密歇根大学安娜堡分校材料科学与工程理学硕士offer一枚,"苏州大学, 新能源材料与器件, 大四，GPA3.7，雅思6.5，GRE322"
密歇根大学安娜堡分校电气与计算机工程硕士offer一枚,"天津大学, 电气工程及其自动化, 大四，GPA87，托福99，GRE321"
纽约大学施工管理与工程理学硕士offer一枚,"湖南大学, 建筑环境与能源应用工程专业（采暖通风）, 大四，GPA88，雅思7.0，GRE324"
南加州大学电气工程理学硕士offer一枚,"天津大学, 电气工程及其自动化, 大四，GPA87，托福99，GRE321"
加州大学洛杉矶分校材料科学与工程理学硕士offer一枚,"北京科技大学, 材料科学与工程, 大四，GPA3.86，雅思7.5，GRE323+3"
卡内基梅隆大学材料科学与工程理学硕士offer一枚,"北京科技大学, 材料科学与工程, 大四，GPA3.86，雅思7.5，GRE323+3"
西北大学项目管理理学硕士offer一枚,"湖南大学, 建筑环境与能源应用工程专业（采暖通风）, 大四，GPA88，雅思7.0，GRE324"
加州大学圣地亚哥分校结构工程理学硕士offer一枚,"浙江大学, 土木工程, 大四，GPA83.9，托福99，GRE321"
纽约大学工业工程理学硕士offer一枚,"首都经济贸易大学, 工业工程, 大四，GPA3.52，托福96，GRE322"
东北大学电气与计算机工程硕士offer一枚,"天津大学, 电气工程及其自动化, 大四，GPA87，托福99，GRE321"
雪城大学计算机工程理学硕士offer一枚,"中山大学, 通信工程, 18年毕业，GPA84，托福103，GRE324"
卡内基梅隆大学土木与环境工程理学硕士offer一枚,"浙江大学, 土木工程, 大四，GPA83.9，托福99，GRE321"
雪城大学计算机科学理学硕士offer一枚,"南京理工大学, 软件工程, 大四，GPA84，托福97，GRE322"
哥伦比亚大学管理科学与工程硕士,"南京大学, 金融工程, GPA 88.2 托福 104 GRE 328+4"
南加州大学计算机科学硕士offer一枚,"北京工业大学, 机械工程, 大四，GPA91，雅思7，GRE321"
南加州大学工业与系统工程理学硕士offer一枚,"长安大学, 交通运输管理, 大四，GPA87，托福90，GRE319"
南加州大学化学工程理学硕士offer一枚,"中南大学, 化学工程与工艺, 半年工作经验，GPA82，托福93，GRE323"
东北大学能源系统硕士offer一枚,"中南大学, 化学工程与工艺, 半年工作经验，GPA82，托福93，GRE323"
匹兹堡大学工业工程理学硕士offer一枚,"长安大学, 交通运输管理, 大四，GPA87，托福90，GRE319"
俄亥俄州立大学工业与系统工程理学硕士offer一枚,"长安大学, 交通运输管理, 大四，GPA87，托福90，GRE319"
纽约大学计算机科学硕士offer一枚,"南京理工大学, 计算机科学与技术, 大四，GPA83，托福105，GRE320"
