school,applicant
香港大学统计学,"吉林大学, 统计学, 大四，GPA87.3，雅思7.5，GRE327"
香港大学数据科学,"清华大学, 数学, 三年工作经验，GPA77，托福85"
香港浸会大学数据分析与商业经济理学硕士,"澳门科技大学, BA, 已毕业，GPA3.2，雅思6.5，GMAT710"
香港大学统计学,"吉林大学, 统计学, 大四，GPA88.84，雅思6.5"
香港城市大学化学,"华南农业大学, 化学, 两年工作经验，GPA91.05，六级472"
香港浸会大学数据分析与人工智能,"江西财经大学, 软件工程, 一年工作经验，GPA81.76，雅思6.0"
香港城市大学数据科学,"同济大学, 土木工程, 一年工作经验，GPA82.5，雅思6.5"
香港浸会大学数据分析与人工智能,"华南理工大学, 核工程与核技术专业, 三年以上工作经验，GPA80.99，雅思6.5"
香港浸会大学数据分析与商业经济理学硕士,"上海理工大学, 数学, 大四，GPA80.05，托福98"
香港浸会大学数据分析与商业经济理学硕士,"广东工业大学, 物联网工程, 大四，GPA85，雅思6.5"
香港中文大学认证化学,"厦门大学, 化学, 大四，GPA84.18，托福98"
香港科技大学数据驱动建模理学硕士,"山东大学, 数学, 大四，GPA85，雅思7.0"
香港城市大学化学,"南京工业大学, 轻化工程, 已毕业，GPA87.85，六级525"
香港中文大学物理学,"华南师范大学, 光电信息科学与工程, 大四，GPA86，雅思7.0"
香港中文大学数据科学（CUHKSZ）,"兰州大学, 计算机, 大四，GPA3.54，托福98"
香港理工大学数据科学及分析理学硕士,"深圳大学, 新能源科学与工程, 大四，GPA86.2，雅思6.5"
香港浸会大学数据分析与商业经济理学硕士,"香港树仁大学, 工商管理, 大四，GPA3.4，雅思6.5"
香港中文大学物理学,"华南师范大学, 物理师范, 大四，GPA3.37，雅思6.5"
香港科技大学分析化学,"厦门大学, 化学, 大四，GPA84.18，托福98"
香港中文大学数学理学硕士,"中国海洋大学, 数学, 大四，GPA3.5，雅思6.5"
香港中文大学认证化学,"华东理工大学, 环境工程, 大四，GPA81.15，雅思6.5"
香港大学统计学硕士,"中南大学, 统计, 已毕业，GPA88.25，雅思:6.5(L:6.5/R:7.5/W:6.5/S:6.0)，GRE:336.5"
香港中文大学数据科学（CUHKSZ）,"新南威尔士大学, 金融科技, 大四，GPA73.5"
香港理工大学运筹及风险分析,"多伦多大学, 数学/计算机, 大四，GPA2.43"
香港理工大学数据科学及分析理学硕士,"暨南大学, 网络工程, 已毕业，GPA82，雅思6.5"
香港中文大学数学理学硕士,"西交利物浦大学, 大四，GPA65，雅思6.5"
香港中文大学数学理学硕士,"东华大学, 数学与应用数学（金融工程）, 大四，GPA3.53，雅思7，GMAT670"
香港中文大学数学理学硕士,"首都师范大学, 数学师范, 大四，GPA87.4，雅思7"
香港中文大学数据科学（CUHKSZ）,"湖南大学, 信息与计算科学, 大四，GPA86.5，雅思7.0"
香港理工大学数据科学及分析理学硕士,"北京航空航天大学, 统计学, 已毕业，GPA3.18，托福98，GRE325"
香港中文大学数学理学硕士,"北京交通大学, 信息与计算科学, 大四，GPA85.6，托福84"
香港城市大学数据科学硕士,"北京航空航天大学, 统计学, 已毕业，GPA3.18，托福98，GRE325"
香港中文大学数学理学硕士,"南开大学, 工业工程, 毕业一年，GPA86，雅思7.0"
香港浸会大学分析化学硕士,"齐齐哈尔大学, 化学工程, 大四，GPA85，雅思6.0"
香港中文大学数学理学硕士,"中国人民大学, 应用统计学, 工作半年，GPA3.35，雅思7，GRE320"
香港城市大学数据科学硕士,"北京航空航天大学, 飞行器控制与信息工程, 大四，GPA3.12，托福92"
香港理工大学运筹及风险分析硕士,"西南大学, 统计学, 已毕业，GPA83.39，雅思6.5"
香港理工大学运筹及风险分析硕士,"南昌大学, 数学与应用数学, 4年工作经验，GPA79，雅思6"
香港理工大学数据科学及分析理学硕士,"南昌大学, 数学与应用数学, 4年工作经验，GPA79，雅思6"
香港浸会大学数据分析与人工智能硕士,"圣塔克拉拉大学, 计算机科学, 大四，GPA2.55，托福109"
香港大学统计学硕士,"北京交通大学, 统计+金融双学位, 大四，GPA3.73，雅思7.0，GRE330"
香港理工大学运筹及风险分析硕士,"华侨大学, 金融, 大四，GPA85.2，雅思6.0"
香港浸会大学数据分析与商业经济理学硕士,"广东金融学院, 财政学, 大四，GPA3.48，雅思6.5"
香港城市大学数据科学硕士,"华中科技大学, 电子信息工程, 毕业半年，GPA77.5，托福80"
香港浸会大学数据分析与人工智能硕士,"重庆邮电大学, 自动化, 大四，GPA78.94，雅思6.5"
香港理工大学数据科学及分析理学硕士,"北京航空航天大学, 飞行器控制与信息工程, 大四，GPA3.12，托福92"
香港中文大学数学理学硕士,"厦门大学, 经济统计, 已毕业，GPA3.16，雅思7.0"
香港大学数据科学硕士,"南京大学, 金融工程, 大四，GPA4.27，雅思6.5"
香港中文大学数学理学硕士,"上海大学, 数学与应用数学, 大四，GPA3.78，雅思6.5"
香港科技大学数据驱动建模理学硕士,"大连理工大学, 电子商务, 工作半年，GPA85，托福93，GRE316"
香港科技大学数据驱动建模理学硕士,"郑州大学, 金融数学, 大四，GPA84.75，雅思7，GMAT660"
香港科技大学分析化学硕士,"复旦大学, 化学, 大四，GPA3.02，雅思6.5"
香港理工大学运筹及风险分析硕士,"华侨大学, 金融, 已毕业，GPA83.1，雅思6.5"
香港理工大学运筹及风险分析硕士,"南京财经大学, 金融数学, 大四，GPA88.17，雅思6"
香港理工大学运筹及风险分析硕士,"北京化工大学, 数学类（信息与计算科学）, 大四，GPA3，雅思6.0"
香港浸会大学数据分析与人工智能硕士,"大连理工大学, 软件工程, 大四，GPA73，雅思6.5"
香港理工大学运筹及风险分析硕士,"宾夕法尼亚州立大学, 金融, 1年工作经验，GPA3.54"
香港科技大学生物技术硕士,"山东大学, 生物技术, 毕业半年，GPA85.93，雅思6.5"
香港中文大学基因组和生物信息学硕士,"山东大学, 生物技术, 刚毕业，GPA85.93，雅思6.5"
香港中文大学数学理学硕士,"中国海洋大学, 信息与计算科学, 大四，GPA3.4，雅思6.5，GRE326"
香港科技大学生物技术硕士,"华南农业大学, 生物工程, 已毕业，GPA87，雅思6.5"
香港理工大学数据科学及分析理学硕士,"武汉大学, 电子信息, 1年工作经验，GPA80，雅思6.0"
香港中文大学数学理学硕士,"中山大学, 数学与应用数学, 大四，GPA3.6，雅思7"
香港城市大学数据科学硕士,"深圳大学, 物联网工程, 大四，GPA83.6，雅思6.5"
香港科技大学分析化学硕士,"广州中医药大学, 中药学, 大四，GPA82.24，雅思6.5"
香港理工大学运筹及风险分析硕士,"山东大学（威海）, 信息与计算科学, 大四，GPA82.19，雅思6，GRE314"
香港理工大学运筹及风险分析硕士,"山东财经大学, 应用数学, 毕业一年，GPA83.3，雅思6.0"
香港理工大学运筹及风险分析硕士,"北京大学, 理论与应用力学, 大四，GPA71.16，托福92，GRE2.14考"
香港理工大学运筹及风险分析硕士,"中南财经政法大学, 管理科学, 已毕业，GPA85，雅思6.5"
香港浸会大学运筹学及商业统计硕士,"山东财经大学, 应用数学, 毕业半年，GPA83.3，雅思6.0"
香港中文大学数学理学硕士,"广东金融学院, 经济统计学, 半年工作经验，GPA85.47，雅思6.5"
香港浸会大学高级信息系统硕士,"福建师范大学, 计算机科学与技术, 毕业，GPA75.86"
香港中文大学物理学硕士,"澳大利亚国立大学, 物理&数学, 已毕业，GPA76"
香港科技大学数据驱动建模理学硕士,"中南大学, 测绘工程, 应届毕业生，GPA80，雅思7"
香港理工大学运筹及风险分析硕士,"上海大学, 土木工程, 应届毕业生，GPA77，雅思6"
香港大学数据科学硕士,"武汉大学, 保险学, 半年工作经验，GPA3.3，托福96"
香港科技大学分析化学硕士,"中国科学技术大学, 材料化学, 大四，GPA2.3，托福77"
香港大学数据科学硕士,"北京航空航天大学, 探测制导与控制技术, 大四，GPA3.61，雅思6.5，GRE319"
香港大学统计学硕士,"北京理工大学, 统计, 大四，GPA85.33，雅思7，GRE322"
香港理工大学运筹及风险分析硕士,"广州大学, 数学与应用数学, 大四，GPA3.62，雅思6.0"
香港浸会大学高级信息系统硕士,"深圳大学, 物联网工程, 大四，GPA83.6，雅思6.5"
香港理工大学运筹及风险分析硕士,"南昌大学, 数学与应用数学(金融数学), 已毕业，GPA79.09，雅思6.5"
香港理工大学运筹及风险分析硕士,"四川大学, 环境工程, 三年工作经验，GPA83.1，雅思6.0"
香港浸会大学高级信息系统硕士,"暨南大学（211）, 计算机科学与技术, 大四，GPA80.21，雅思6.0"
香港中文大学数学理学硕士,"东北大学秦皇岛分校, 统计学, 大四，GPA85.4，雅思7，GRE322"
香港中文大学数学理学硕士,"江苏第二师范学院, 数学师范, 大四，GPA3.46，雅思6.5"
香港中文大学数学理学硕士,"上海大学, 数学与应用数学, 已毕业，GPA86.03，雅思7，GRE320"
香港科技大学生物技术硕士,"大连理工大学, 精细化工, 工作1年，GPA83.45，托福87"
香港中文大学基因组和生物信息学硕士,"大连理工大学, 精细化工, 工作1年，GPA83.45，托福87"
香港城市大学数据科学硕士,"中南大学, 地球信息科学与技术, 大四，GPA87"
香港浸会大学运筹学及商业统计硕士,"广东财经大学, 统计学, 大四，GPA81.4，雅思6.5(5.5)"
香港城市大学数据科学硕士,"中国人民解放军国防科技大学, 物理学, 18年毕业，GPA86，雅思6.5"
香港浸会大学高级信息系统硕士,"广东工业大学, 信息管理与信息系统, 大四，GPA3.3，雅思6(5.5)"
香港浸会大学运筹学及商业统计硕士,"广东海洋大学, 信息与计算科学, 大四，GPA84，雅思6.5(5.5)"
香港浸会大学高级信息系统硕士,"华南农业大学, 信息与计算科学双学位是金融, 大四，GPA3.68/3.8，雅思5.5"
香港城市大学数据科学硕士,"浙江财经大学, 应用统计, 大四，GPA89.7，托福94"
香港中文大学数学理学硕士,"上海大学, 数学与应用数学, 大四，GPA3.24，雅思6.5"
香港大学数据科学硕士,"中国人民大学, 统计学, 大四，GPA3.66，托福89，GRE325+3"
香港理工大学运筹及风险分析硕士,"暨南大学, 金融, 两年工作经验，GPA3.44，雅思6.5，GMAT640"
香港中文大学数学理学硕士,"江苏第二师范学院, 数学, 大四，GPA3.42，雅思6.5"
香港理工大学运筹及风险分析硕士,"武汉理工大学, 电子科学与技术, 4年工作经验，GPA77，托福81"
香港科技大学数据驱动建模理学硕士,"南开大学, 统计学, 大四，GPA85，托福101，GRE319"
香港科技大学生物技术硕士,"密苏里大学, 生物, 大四，GPA2.7"
香港理工大学运筹及风险分析硕士,"中央民族大学, 信息科学, 毕业半年，GPA85.61，雅思6.0"
香港浸会大学分析化学硕士,"太原理工大学, 应用化学, 大四，GPA2.91，托福84"
香港科技大学生物技术硕士,"四川农业大学, 烟草, 大四，GPA3.56，雅思6.5"
香港城市大学化学硕士,"南方科技大学, 化学, 大四，GPA3.07，托福86"
香港中文大学认证化学硕士,"福州大学, 化学, 大四，GPA3.25，托福88"
香港大学数据科学硕士,"浙江大学, 数学与应用数学, 大四，GPA82.62，托福86，GRE318+3.0"
香港理工大学运筹及风险分析硕士,"湖南大学, 电气工程, 大四，GPA79.3，雅思6"
香港科技大学分析化学硕士,"福州大学, 化学, 大四，GPA3.25，托福88"
香港浸会大学高级信息系统硕士,"青岛科技大学, 机械工程, 大四，GPA78，雅思6"
香港浸会大学运筹学及商业统计硕士,"西南石油大学, 会计学, 2年工作经验，GPA3.4，雅思6"
香港理工大学运筹及风险分析硕士,"华侨大学, 电气工程及其自动化, 5年工作经验，GPA72，雅思6.5"
香港理工大学运筹及风险分析硕士,"武汉理工大学, 信息与计算科学（第二专业：统计学）, 大四，GPA85，雅思6"
香港大学数据科学硕士,"中国人民大学, 应用统计学, 大四，GPA83.95，雅思7(5.5)，GMAT700"
香港浸会大学高级信息系统硕士,"华南理工大学广州学院, 通信工程, 大四，GPA83"
香港大学数据科学硕士,"哈尔滨工业大学（威海）, 信息管理与信息系统, 大四，GPA86，雅思6"
香港浸会大学分析化学硕士,"北京中医药大学, 中药学, 大四，GPA87"
香港大学统计学offer一枚,"武汉理工大学, 信息与计算科学（第二专业：统计学）, 大四，GPA85，雅思6"
香港中文大学数学硕士offer一枚,"大连理工大学, 信息与计算科学, 大四，GPA 80，托福81，GRE 313+3"
香港大学统计学硕士offer一枚,"南京大学, 保险, 五年工作经验，GPA 86，托福82"
香港浸会大学高级信息系统硕士offer一枚,"华南农业大学, 软件工程, 三年半工作经验，GPA 81.04，雅思6"
香港理工大学运筹及风险分析硕士offer一枚,"华中农业大学, 信息与计算科学, 大四，GPA 81，雅思7"
香港浸会大学运筹学及商业统计硕士offer一枚,"云南财经大学	, 统计学, 四年工作经验，GPA 81.7，雅思6.5"
香港理工大学运筹及风险分析硕士offer一枚,"中国石油大学（华东）, 信息与计算科学, 大四，GPA 81，雅思6"
香港科技大学生物技术硕士offer一枚,"华中科技大学		 			, 生物制药, 大四，GPA 77，托福87"
香港理工大学运筹及风险分析硕士offer一枚,"中国人民大学	, 数学与应用数学, 大四，GPA 76，雅思6"
香港科技大学生物技术硕士offer一枚,"华东理工大学, 生物工程, 大四，GPA 81.7，雅思6.5"
香港大学统计学硕士offer一枚,"中国人民大学, 应用统计学, 大四，GPA 83，雅思6.5"
香港大学统计学硕士offer一枚,"中国矿业大学（北京）, 信息与计算科学, 大四，GPA 83，托福86，GRE 325+3.5"
香港科技大学分析化学硕士offer一枚,"北京化工大学, 应用化学, 大四，GPA 84，雅思6"
香港理工大学运筹及风险分析硕士offer一枚,"华南理工大学, 应用数学, 大四，GPA 87，雅思7"
香港浸会大学高级信息系统硕士offer一枚,"南京信息工程大学, 计算机科学与技术, 大四，GPA 85，雅思6"
香港科技大学生物技术硕士offer一枚,"华东师范大学, 生物技术, 大四，GPA 87， 托福 92"
香港科技大学生物技术硕士offer一枚,"四川农业大学, 生物技术, 大四，GPA 86，雅思 6.5"
香港理工大学运筹及风险分析硕士offer一枚,"西蒙弗雷泽大学, 统计学, 大四，GPA 3.5"
香港科技大学分析化学硕士offer一枚,"上海应用技术大学, 分析化学, 大四，GPA 87，雅思6.5，奥克兰理工大学化学双学位"
香港大学统计学硕士offer一枚,"中国人民大学, 统计, 大四，GPA 88，雅思6.5"
香港理工大学运筹及风险分析硕士offer一枚,"西南财经大学, 数学与应用数学, 大四，GPA 3.3，雅思 6"
香港浸会大学高级信息系统硕士offer一枚,"武汉理工大学, 通信工程, 两年工作经验，GPA 75，con 雅思6"
香港浸会大学运筹学及商业统计硕士offer一枚,"西安交通大学, 数学与应用数学, 魏同学，西安交通大学，数学与应用数学，GPA 75，托福 79，GRE 311+3.0"
香港中文大学认证化学硕士offer一枚,"华南理工大学, 高分子材料与工程, 何同学，华南理工大学，高分子材料与工程，GPA 80.7，托福 86"
香港浸会大学运筹学及商业统计硕士offer一枚,"江苏第二师范学院, 数学与应用数学 , 孙同学，江苏教育学院，数学与应用数学，GPA 3.0，六级 450，雅思 6.5"
香港浸会大学分析化学硕士offer一枚,"东华大学, 应用化学, 王同学，东华大学，应用化学，GPA 78，CET-6 503"
