school,applicant
新加坡管理大学应用金融学,"中国地质大学（武汉）, 工商管理, 已毕业，GPA3.51，雅思6.5"
南洋理工大学科技创业与创新（英文授课）,"华南师范大学, 传播学, 大四，GPA3.46，雅思6.5"
南洋理工大学科技创业与创新（中文授课）,"郑州大学, 旅游管理, 已毕业，GPA81.68，雅思6"
南洋理工大学科技创业与创新（中文授课）,"中南财经政法大学, 会计学, 大四，GPA88.23，托福99"
南洋理工大学科技创业与创新（中文授课）,"中南财经政法大学, 经济学, 已毕业，GPA80.78，雅思6.5"
南洋理工大学科技创业与创新（英文授课）,"上海大学, 信息管理与信息系统, 大四，GPA87.5，雅思7"
新加坡管理大学管理学,"北京师范大学-香港浸会大学联合国际学院, 文化产业管理, 大四，GPA3.23，雅思7.5，GMAT690"
新加坡国立大学经济学,"中南财经政法大学, 金融学, 大四，GPA91.79，托福99，GRE322"
新加坡国立大学经济学,"中央财经大学, 经济学, 三年工作经验，GPA87.75，雅思6.5"
南洋理工大学应用经济学,"中国人民大学, 金融学, 大四，GPA89.31，雅思7.5，GRE323"
南洋理工大学应用经济学,"北京师范大学, 统计学, 大四，GPA87.13，托福98，GRE315"
南洋理工大学应用经济学,"山东大学（威海）, 会计学, 已毕业，GPA89.24，雅思6.5"
南洋理工大学应用经济学,"吉林大学, 金融学, 大四，GPA88.61，雅思6.5"
新加坡国立大学经济学,"中国农业大学, 环境工程, 大四，GPA89，托福99，GRE326"
新加坡国立大学经济学,"中南财经政法大学, 金融学, 大四，GPA89，雅思7.5，GRE330"
新加坡管理大学管理学,"上海杉达学院, 行政管理, 大四，GPA80，雅思6.5"
南洋理工大学会计学理学硕士,"中山大学, 会计学, 大四，GPA84.5，雅思7.0，GMAT690"
新加坡国立大学经济学,"北京师范大学, 经济学, 大四，GPA88.6，雅思7.0，GRE324"
南洋理工大学金融学理学硕士,"上海交通大学, 金融学, 大四，GPA87，托福106，GMAT740"
南洋理工大学会计学理学硕士,"华南理工大学, 会计学, 大四，GPA3.74，雅思7.5，GRE323"
南洋理工大学应用经济学,"苏州大学, 财政学, 大四，GPA92.5，雅思6.5"
南洋理工大学应用经济学,"西南财经大学, 金融学（金融与人工智能实验班）, 大四，GPA89.27，雅思7.5，GMAT700"
南洋理工大学应用经济学,"东北大学秦皇岛分校, 经济学, 大四，GPA91.43，雅思6.5，GMAT690"
南洋理工大学应用经济学,"四川大学, 金融学, 已毕业，GPA88.8，雅思7.5"
南洋理工大学应用经济学,"暨南大学, 经济, 大四，GPA89.3，雅思7.0，GRE321"
新加坡国立大学经济学,"山东大学（威海）, 会计, 已毕业，GPA89.24，雅思6.5"
南洋理工大学金融学理学硕士,"中国人民大学（苏州）, 金融, 大四，GPA3.8，雅思7.5"
新加坡国立大学经济学,"暨南大学, 经济, 大四，GPA89.3，雅思7.0，GRE321"
新加坡管理大学会计（数据与分析）,"澳门科技大学, 会计, 大四，GPA3.36，雅思7.0，GMAT630"
南洋理工大学市场营销学理学硕士,"同济大学, 市场营销, 大四，GPA91，雅思7.5"
南洋理工大学会计学理学硕士,"西南财经大学, 金融学, 大四，GPA86.33，托福106，GMAT720"
新加坡国立大学经济学,"上海财经大学, 大四，GPA3.58，雅思7.5，GMAT680"
新加坡国立大学经济学,"西南财经大学, 金融（cfa）, 大四，GPA88.76，雅思7.5，GRE320"
新加坡国立大学经济学,"上海交通大学, 金融学, 大四，GPA84.48，雅思7.0，无语言成绩"
南洋理工大学金融学理学硕士,"南开大学, 经济+管理双修, 大四，GPA88，托福101，GRE319"
南洋理工大学金融学理学硕士,"中国人民大学, 经济统计学, 大四，GPA84.92，雅思6.5，GMAT690"
南洋理工大学金融学理学硕士,"中央财经大学, 金融工程, 大四，GPA89.92，雅思7.5，GMAT680"
新加坡管理大学管理学,"西安外国语大学, 意大利语, 已毕业，GPA86.3，雅思7.0"
南洋理工大学金融学理学硕士,"南京大学, 金融学, 大四，GPA86，雅思7.5，GRE329"
南洋理工大学市场营销学理学硕士,"南京大学, 市场营销, 大四，GPA4.18，雅思7.5，GRE330"
南洋理工大学工商管理硕士,"同济大学, 土木工程, 三年以上工作经验，GPA80，雅思7.5，GRE331"
新加坡管理大学商业信息技术硕士,"浙江师范大学, 国际经济与贸易, 三年以上工作经验，GPA88，雅思6.5"
南洋理工大学会计学理学硕士,"厦门大学, 会计学, 大四，GPA84，雅思7.0，GRE325"
南洋理工大学会计学理学硕士,"厦门大学, 会计学, 大四，GPA88.45，雅思7.0，GMAT700"
南洋理工大学商业分析理学硕士,"哈尔滨工业大学（威海）, 信息与计算科学, 大四，GPA87.99，雅思7.0，GRE323"
新加坡管理大学应用金融学,"首都经济贸易大学, 工商管理, 三年工作经验，GPA91.16，雅思7.0"
南洋理工大学管理经济学硕士（英文授课）,"上海财经大学, acca, 一年工作经验，GPA84，托福91"
南洋理工大学管理经济学硕士（英文授课）,"中国传媒大学, 经济学, 已毕业，GPA3.68，雅思6.5"
新加坡国立大学供应链管理理学硕士,"苏州大学, 物流管理, 一年工作经验，GPA3.8，雅思6.5"
新加坡国立大学管理学理学硕士,"康涅狄格大学, 经济, 已毕业，GPA3.25，免语言成绩"
南洋理工大学管理经济学硕士（英文授课）,"中央财经大学, 会计, 已毕业，GPA86，雅思6.5，GRE326"
南洋理工大学管理经济学硕士（英文授课）,"华东师范大学, 信管, 已毕业，GPA86，雅思7.0"
南洋理工大学管理经济学硕士（英文授课）,"西安交通大学, 工商管理, 已毕业，GPA81.48，雅思6.5"
南洋理工大学管理经济学硕士（英文授课）,"中央财经大学, 会计, 两年工作经验，GPA89.73，雅思7.5"
南洋理工大学管理经济学硕士（英文授课）,"吉林大学, 金融, 已毕业，GPA3.52，雅思7.0"
南洋理工大学管理经济学硕士（英文授课）,"山东大学（威海）, 金融学, 已毕业，GPA84.08，雅思6.5"
新加坡国立大学定量金融,"上海交通大学, 金融学, 大四，GPA84.12，托福98"
新加坡国立大学定量金融,"北京航空航天大学, 经济学, 大四，GPA3.66，雅思6.0"
新加坡国立大学定量金融,"华中科技大学, 金融学, 大四，GPA87.8，雅思7.0"
新加坡国立大学定量金融,"上海财经大学, 金融学, 已毕业，GPA3.57，雅思7.0"
新加坡国立大学定量金融,"复旦大学, 经济学, 大四，GPA3.33，雅思6.5"
新加坡国立大学定量金融,"复旦大学, 数据科学与大数据技术, 大四，GPA3.24，雅思7.0，GRE322"
南洋理工大学管理经济学硕士（中文授课）,"吉林大学, 会计学, 已毕业，GPA86，雅思6.5"
南洋理工大学管理经济学硕士（中文授课）,"山东大学, 市场营销, 已毕业，GPA86.2，雅思6.5"
新加坡国立大学金融工程,"澳门大学, 金融工程, 大四，GPA3.99，雅思8.0，GMAT690"
新加坡国立大学金融工程,"上海交通大学, 金融学, 大四，GPA84.12，托福98"
南洋理工大学管理经济学硕士（中文授课）,"上海财经大学, 会计学, 已毕业，GPA81.6，雅思6.5"
南洋理工大学管理经济学硕士（中文授课）,"中国人民大学, 信用管理, 已毕业，GPA86，雅思6.5"
新加坡国立大学管理学理学硕士,"不列颠哥伦比亚大学, 经济统计, 大四，GPA3.26"
南洋理工大学应用经济学,"中国人民大学, 金融学, 已毕业，GPA3.46，雅思7.5"
南洋理工大学管理经济学硕士（英文授课）,"南开大学, 会计学, 两年工作经验，GPA85，雅思7.5"
新加坡管理大学管理学,"江苏师范大学, 国际经济与贸易, 大四，GPA88，雅思7.0"
新加坡国立大学可持续与绿色金融理学硕士,"麦克马斯特大学, 金融, 大四，GPA8.47，免语言成绩"
南洋理工大学管理经济学硕士（英文授课）,"中央民族大学, 金融学, 大四，GPA89.13，雅思6.5，GMAT670"
南洋理工大学管理经济学硕士（英文授课）,"四川大学, 金融工程, 已毕业，GPA86.92，雅思6.5"
南洋理工大学管理经济学硕士（英文授课）,"华东师范大学, 国际经济与贸易, 大四，GPA86.96，托福105，GRE327"
新加坡国立大学科技硕士企业商业分析方向,"国立中山大学, 资讯管理, 大四，GPA88，雅思6.5"
南洋理工大学应用经济学,"吉林大学, 金融学（含保险）, 大四，GPA88，雅思7.0"
南洋理工大学信息科学,"浙江大学, 信息管理与信息系统, 大四，GPA84.17，雅思6.5"
南洋理工大学信息系统,"浙江大学, 信息管理与信息系统, 大四，GPA84.17，雅思6.5"
南洋理工大学信息科学,"北京理工大学, 国际经济与贸易, 已毕业，GPA83，雅思6.5"
南洋理工大学知识管理,"东南大学, 英语, 三年以上工作经验，GPA85.27，雅思7"
南洋理工大学知识管理,"郑州大学, 国贸, 三年以上工作经验，GPA88，雅思6.5"
南洋理工大学知识管理,"香港中文大学（深圳）, 统计学, 大四，GPA84，雅思7.5，GRE320+"
南洋理工大学知识管理,"上海海事大学, 港口航道与海岸工程, 三年以上工作经验，GPA82，雅思6.5"
新加坡国立大学科技硕士企业商业分析方向,"北京理工大学, 国际经济与贸易, 已毕业，GPA83，雅思6.5"
新加坡国立大学科技硕士企业商业分析方向,"同济大学, 土木工程, 一年工作经验，GPA82.5，雅思6.5"
新加坡国立大学科技硕士企业商业分析方向,"暨南大学, 经济学, 大四，GPA88，托福105，GRE320"
新加坡国立大学科技硕士企业商业分析方向,"中国人民大学, 金融学, 大四，GPA85，雅思6.5"
新加坡国立大学科技硕士企业商业分析方向,"多伦多大学, 统计, 大四，GPA3.2，免语言成绩"
南洋理工大学管理经济学硕士（英文授课）,"上海财经大学, 会计学, 大四，GPA3.46，雅思7.5"
南洋理工大学管理经济学硕士（中文授课）,"吉林大学, 金融学（含保险）, 大四，GPA88"
新加坡国立大学供应链管理,"东北师范大学, 供应链管理, 大四，GPA88，雅思6.5"
南洋理工大学供应链工程,"湖南大学, 财务管理（金融工程）, 大四，GPA87.03，雅思7.5"
南洋理工大学供应链工程,"华南理工大学, 能源动力工程, 大四，GPA3.4，雅思7.5"
新加坡国立大学供应链管理,"上海海事大学, 交通管理, 大四，GPA3.7，托福100"
南洋理工大学管理经济学硕士（中文授课）,"上海交通大学, 经济学, 两年工作经验，GPA85，雅思7.0，GMAT680"
南洋理工大学管理经济学硕士（中文授课）,"北京大学, 环境科学, 大四，GPA82，托福105"
南洋理工大学供应链工程,"澳门科技大学, 供应链管理, 大四，GPA3.52，雅思6.5"
南洋理工大学供应链工程,"苏州大学, 物流管理, 大四，GPA90.72，雅思6.5"
南洋理工大学供应链工程,"俄亥俄州立大学, Industrial Engineering, 大四，GPA3.47，托福102"
新加坡国立大学供应链管理,"四川大学, 工程造价, 大四，GPA85.32，雅思6.0"
南洋理工大学管理经济学硕士（中文授课）,"西南财经大学, 会计学, 一年工作经验，GPA86.5，托福108，GRE334"
南洋理工大学管理经济学硕士（中文授课）,"上海财经大学, acca, 一年工作经验，GPA84，托福91"
南洋理工大学管理经济学硕士（中文授课）,"湖南大学, 工商管理, 一年工作经验，GPA3.61，六级495"
南洋理工大学商业分析理学硕士,"北京交通大学, 信息管理（中美合办）, 大四，GPA3.54，雅思7.0，GRE317"
新加坡管理大学数量金融,"东北财经大学, 会计学, 已毕业，GPA90.83，雅思6.5"
新加坡管理大学应用金融学,"东北财经大学, 会计学, 已毕业，GPA90.83，雅思6.5"
南洋理工大学管理经济学硕士（英文授课）,"上海交通大学, 金融学, 大四，GPA87.4，雅思:6.5(L:6.5/R:8/W:6/S:6)"
南洋理工大学应用经济学,"中国石油大学（北京）, 能源经济, 大四，GPA88，雅思6.5"
南洋理工大学管理经济学硕士（英文授课）,"南京大学, 经济学, 一年工作经验，GPA88，雅思6.5"
南洋理工大学管理经济学硕士（英文授课）,"爱丁堡大学, 经济和统计, 大四，GPA3.68，免语言成绩，GRE328"
南洋理工大学管理经济学硕士（英文授课）,"上海交通大学, 工商管理, 大四，GPA83.28，雅思7.5，GMAT690"
南洋理工大学管理经济学硕士（英文授课）,"复旦大学, 国际经济与贸易, 大四，GPA3.14，雅思7.0"
南洋理工大学应用经济学,"南开大学, 环境工程+金融, 大四，GPA86.48，雅思6.5"
南洋理工大学应用经济学,"复旦大学, 经济学, 大四，GPA85，雅思7.0"
南洋理工大学管理经济学硕士（英文授课）,"中国海洋大学, 会计学, 大四，GPA3.75，雅思7.0"
新加坡国立大学会计硕士,"香港中文大学（深圳）, 会计学, 大四，GPA85，雅思7.5，GMAT680"
新加坡国立大学数码金融科技理学硕士,"上海交通大学, 电子计算机工程, 大四，GPA3.3，雅思7.5"
新加坡国立大学数码金融科技理学硕士,"清华大学, 自动化, 大四，GPA3.1，雅思6.5"
新加坡国立大学房地产,"安徽大学, 国际经济与贸易, 三年以上工作经验，GPA83，雅思7.0"
新加坡国立大学金融学,"复旦大学, 经济, 大四，GPA3.4，雅思7.0"
新加坡管理大学管理学,"对外经济贸易大学, 精算学, 大四，GPA2.8，雅思7.5"
新加坡国立大学定量金融,"不列颠哥伦比亚大学, 数学经济, 大四，GPA3.42，GRE333"
新加坡国立大学管理学,"上海交通大学, 工商管理, 大四，GPA83.28，雅思7.5，GMAT690"
新加坡国立大学定量金融,"复旦大学, 经济, 大四，GPA3.4，雅思7.0"
新加坡管理大学商业信息技术硕士,"宁波诺丁汉大学, 金融财务与管理, 大四，GPA76.57，雅思7.5"
新加坡国立大学企业商业分析科技硕士,"香港城市大学, Finance, 大四，GPA85，雅思7.0，GMAT690"
新加坡国立大学科技硕士企业商业分析方向,"多伦多大学, 数学统计double major 计算机minor, 大四，GPA3.33，免语言成绩"
新加坡国立大学科技硕士企业商业分析方向,"新南威尔士大学, 金融科技, 大四，GPA73.24，免语言成绩"
新加坡国立大学科技硕士企业商业分析方向,"华北电力大学, 电力, 已毕业，GPA89.78，托福95，GRE318"
新加坡国立大学科技硕士企业商业分析方向,"浙江大学, 生物医学, 已毕业，GPA3.52，雅思7.0，GRE320"
新加坡国立大学科技硕士企业商业分析方向,"上海对外经贸大学, 信息管理与信息系统, 大四，GPA88，雅思7.0"
新加坡管理大学应用金融学,"深圳大学, 金融学, 大四，GPA81.9，雅思7.0"
新加坡管理大学金融经济学,"深圳大学, 金融学, 大四，GPA81.9，雅思7.0"
新加坡国立大学金融学,"香港大学, 会计金融, 大四，GPA3.96，托福115，GMAT750"
新加坡国立大学经济学,"上海交通大学, 金融, 大四，GPA87，雅思6.5"
新加坡管理大学管理学,"广东金融学院, 金融, 已毕业，GPA3.3，雅思6.5，GRE320"
新加坡国立大学经济学,"复旦大学, 财务管理, 大四，GPA3.3，雅思7.0，GRE317"
新加坡国立大学风险企业创业硕士,"浙江大学, 计算机科学与技术, 一年工作经验，GPA2.93，雅思6.0"
新加坡国立大学定量金融,"中央财经大学, 金融工程, 一年工作经验，GPA89.4，雅思6.5，GRE315"
新加坡国立大学市场营销分析与见解理学硕士,"上海外国语大学, 日语, 大四，GPA3.83，托福112，GMAT700"
新加坡国立大学市场营销分析与见解理学硕士,"里海大学, 市场营销, 大四，GPA3.63，免语言成绩"
新加坡国立大学定量金融,"对外经济贸易大学, 精算, 大四，GPA90.8，雅思7.5，GRE320"
新加坡国立大学风险企业创业硕士,"恺撒里兹酒店管理学院, 酒店管理, 三年以上工作经验，GPA3.12，雅思6.5"
新加坡国立大学定量金融,"中央财经大学, 应用统计学, 已毕业，GPA88，雅思6.0"
新加坡国立大学风险企业创业硕士,"昆山杜克大学, 应用数学, 大四，GPA3.33，多邻国120，雅思6.5"
新加坡国立大学风险企业创业硕士,"上海外国语大学, 工商管理, 大四，GPA82.9，雅思6.5"
南洋理工大学会计学,"华东理工大学, 财务管理, 大四，GPA87.2，雅思7.0，GMAT710"
南洋理工大学会计学,"天津大学, 财务管理, 大四，GPA3.41，雅思7.5，GRE320"
新加坡国立大学经济学,"山东大学, 金融, 已毕业，GPA89.45，托福105，GRE327"
新加坡国立大学风险企业创业硕士,"上海大学, 工商管理, 大四，GPA84.8，雅思7.5"
南洋理工大学金融科技-智能过程自动化,"北京理工大学, 信息管理与信息系统/北大经济双学位, 大四，GPA88，雅思6.5"
新加坡国立大学风险企业创业硕士,"对外经济贸易大学, 商务英语, 大四，GPA3.58，托福109，GRE324"
南洋理工大学金融科技-数字金融服务,"滑铁卢大学, Math/Business Administration Degree, 大四，GPA3.7，免语言成绩"
南洋理工大学管理经济学硕士（中文授课）,"湖南大学, 会计学, 大四，GPA83.92，无语言成绩"
南洋理工大学金融科技-智能过程自动化,"上海交通大学, 电子计算机工程, 大四，GPA3.3，雅思7.5"
南洋理工大学金融科技-智能过程自动化,"清华大学, 自动化, 大四，GPA3.1，雅思6.5"
南洋理工大学管理经济学硕士（中文授课）,"中国海洋大学, 会计, 大四，GPA3.4，雅思6.5"
新加坡管理大学应用金融学,"对外经济贸易大学, 精算学, 大四，GPA2.8，雅思6.5"
南洋理工大学管理经济学硕士（中文授课）,"湖南大学, 工商管理, 大四，GPA3.6，雅思7.0"
南洋理工大学金融科技-数字金融服务,"清华大学, 经济金融, 大四，GPA3.38，雅思6.5"
南洋理工大学管理经济学硕士（中文授课）,"中央财经大学, 金融, 一年工作经验，GPA84.38，无语言成绩"
南洋理工大学管理经济学硕士（中文授课）,"山东大学, 金融, 已毕业，GPA87，雅思6.5"
南洋理工大学管理经济学硕士（中文授课）,"中国人民大学, 财务管理, 大四，GPA3.5，雅思6.5"
南洋理工大学管理经济学硕士（中文授课）,"湖南大学, 财务管理（金融工程）, 大四，GPA87，雅思7.5"
南洋理工大学管理经济学硕士（中文授课）,"华南理工大学, 工商管理+金融, 三年工作经验，GPA3.74，无语言成绩"
南洋理工大学管理经济学硕士（中文授课）,"湖南大学, 工商管理, 大四，GPA3.56，雅思6.5"
南洋理工大学管理经济学硕士（中文授课）,"湖南大学, 金融, 大四，GPA3.48，雅思6.5"
新加坡国立大学会计硕士,"西交利物浦大学, 会计, 大四，GPA81，雅思7.0，GRE320"
新加坡国立大学商业分析,"香港中文大学（深圳）, 应用经济学，辅修金融, 大四，GPA3.8，雅思7.5，GRE333"
新加坡国立大学供应链管理,"苏州大学, 物流管理, 大四，GPA90.72，雅思6.5"
南洋理工大学金融学,"南京大学, 新媒体辅修金融, 大四，GPA4.5，雅思7.5，GMAT690"
南洋理工大学金融学,"华东师范大学, 国际经济与贸易, 大四，GPA87，托福105，GRE327"
南洋理工大学科技创业与创新（中文授课）,"西南财经大学, 金融学, 已毕业，GPA3.3，无语言成绩"
南洋理工大学科技创业与创新（英文授课）,"南京大学, 计算机与金融工程实验班, 大四，GPA3.97，雅思:6.5(L:8/R:6/W:6/S:6.5)"
南洋理工大学科技创业与创新（英文授课）,"湖南大学, 工商管理, 大四，GPA3.56，雅思6.5"
南洋理工大学科技创业与创新（中文授课）,"浙江大学, 计算机科学与技术, 一年工作经验，GPA2.93，雅思6.0"
南洋理工大学科技创业与创新（英文授课）,"中国人民大学（苏州）, 金融, 已毕业，GPA82，雅思6.5"
新加坡国立大学定量金融,"电子科技大学, 金融+计算机, 大四，GPA3.76，雅思7.0"
南洋理工大学科技创业与创新（英文授课）,"香港理工大学, 会计金融, 大四，GPA2.9，雅思6.5，GRE325"
南洋理工大学科技创业与创新（英文授课）,"南京大学, 市场营销, 大四，GPA4.11，雅思7.0"
南洋理工大学科技创业与创新（英文授课）,"厦门大学, 英语, 大四，GPA84，托福106，GRE321"
南洋理工大学科技创业与创新（中文授课）,"武汉大学, 财务管理专业, 已毕业，GPA82，无语言成绩"
新加坡管理大学应用金融学,"南京审计大学, 金融学, 三年以上工作经验，GPA3.98，雅思6.5"
新加坡国立大学会计硕士,"香港大学, 会计金融, 大四，GPA3.96，托福115，GMAT750"
新加坡国立大学金融学,"里士满大学, 金融经济数学, 大四，GPA3.89，GRE328"
南洋理工大学科技创业与创新（中文授课）,"暨南大学, 广告学（网络与新媒体）, 已毕业，GPA86.8，无语言成绩"
南洋理工大学科技创业与创新（中文授课）,"郑州大学, 材料, 一年工作经验，GPA3.23，雅思6.0"
新加坡管理大学金融经济学,"香港中文大学（深圳）, 金融统计辅修经济，cgpa3.391,排名15/93,mgpa3.617,排名9/93, 大四，GPA84，雅思7.5，GRE320+"
南洋理工大学科技创业与创新（英文授课）,"江西财经大学, 金融工程, 大四，GPA88，雅思7.0，GRE318"
新加坡国立大学经济学,"香港中文大学（深圳）, 应用经济学, 大四，GPA3.85，雅思7.5，GRE333"
南洋理工大学科技创业与创新（英文授课）,"湖南大学, 工商管理, 大四，GPA3.6，雅思7.0"
新加坡国立大学商业分析,"华盛顿大学, Statistics (Data Science), 大四，GPA3.84，GRE326"
南洋理工大学科技创业与创新（中文授课）,"中央财经大学, 金融学, 两年工作经验，GPA78.15，雅思6.5"
