school,applicant
香港城市大学电子资讯工程学理学硕士,"北京理工大学, 电气工程及其自动化, 已毕业，GPA75，雅思6.5"
香港城市大学电子资讯工程学理学硕士,"南京农业大学, 电子科学与技术, 已毕业，GPA84.72，464"
香港大学运输政策与规划文学硕士,"清华大学, 工业工程, 大四，GPA3.22，雅思6.5"
香港大学工程学（机械工程）理学硕士,"天津大学, 机械设计制造及其自动化, 已毕业，GPA3.05，雅思:6.5(L:7/R:6.5/W:6/S:6)"
香港中文大学电子商务与物流技术理学硕士,"长安大学, 交通运输, 大四，GPA89，雅思6.5"
香港大学计算机科学理学硕士（常规方向）,"浙江大学, 计算机科学与技术, 大四，GPA87.52，雅思:6.5(L:6.5/R:9.0/W:6.0/S:5.0) 托福:83(L:19/R:23/W:23/S:18)"
香港中文大学营养、食品科学和技术理学硕士,"华南农业大学, 园艺, 已毕业，GPA87.35，雅思6.5"
香港中文大学系统工程与工程管理理学硕士,"苏州大学, 物流管理, 大四，GPA90，雅思6.5"
香港中文大学电子商务与物流技术理学硕士,"暨南大学, 网络空间安全, 大四，GPA87.2，雅思6.5"
香港理工大学机械工程理学硕士,"北京理工大学, 机械工程, 已毕业，GPA79，雅思6"
香港大学工业工程与物流管理工学硕士,"中南大学, 消防工程, 已毕业，GPA84.35，雅思:6.5(L:7.0/R:6.0/W:6.0/S:6.0)"
香港大学电子商务与互联网计算理学硕士,"北京邮电大学, 电子商务及法律, 大四，GPA87，雅思7.5"
香港大学电气与电子工程工学硕士（常规方向）,"山东大学, 微电子科学与工程, 已毕业，GPA85.33，雅思6.5"
香港城市大学电子资讯工程学理学硕士,"吉林大学, 微电子科学与工程, 已毕业，GPA81.11，雅思6.5"
香港理工大学工程商业管理理学硕士,"东北林业大学, 工程管理（中外合作办学）, 已毕业，GPA83.33，雅思:7(L:8/R:7.5/W:5.5/S:6)"
香港理工大学工程商业管理理学硕士,"中国矿业大学（徐州）, 会计学, 两年工作经验，GPA3.6，雅思6.5"
香港城市大学多媒体资讯科技理学硕士,"北京交通大学, 软件工程, 大四，GPA85.5，460"
香港中文大学计算机科学理学硕士,"浙江大学, 计算机科学与技术, 大四，GPA87.52，雅思:6.5(L:6.5/R:9.0/W:6.0/S:5.0) 托福:83(L:19/R:23/W:23/S:18)"
香港中文大学地理信息科学与智慧城市理学硕士,"中南大学, 遥感科学与技术, 大四，GPA87.8，雅思7"
香港大学工程学（土木工程）理学硕士 - 环境工程方向,"华中农业大学, 环境工程, 大四，GPA85.57，雅思6.5"
香港理工大学工程商业管理理学硕士,"西南政法大学, 英语, 一年工作经验，GPA3.98，雅思:7.0(L:7.0/R:7.5/W:6.5/S:6.0)"
香港大学创新设计与技术工学硕士,"上海大学, 智能制造工程, 大四，GPA85.4，雅思:7(L:7.5/R:7/W:7/S:6)"
香港大学创新设计与技术工学硕士,"北京林业大学, 电气工程及其自动化, 大四，GPA86.32， 6.0"
香港大学创新设计与技术工学硕士,"东北大学秦皇岛分校, 自动化, 两年工作经验，GPA3.92，托福83，GRE315"
香港理工大学测绘及地理资讯学理学硕士（测量）,"华南农业大学, 测绘工程, 已毕业，GPA88.9，雅思6.0"
香港理工大学区块链科技理学硕士,"河海大学, 物联网工程, 一年工作经验，GPA81.48，雅思7.0"
香港理工大学生物医学工程理学硕士,"四川农业大学, 生物科学, 大四，GPA86.74，雅思6.5"
香港大学土木工程工学硕士（环境工程方向）,"中国地质大学, 环境科学与工程, 大四，GPA84.13，雅思:7.0(L:7.5/R:7.0/W:6.5/S:6.0)"
香港科技大学化学与能源工程理学硕士,"广东以色列理工学院, 化学工程与工艺, 已毕业，GPA81.8，雅思6.5"
香港科技大学电信学理学硕士,"东南大学, 测控技术与仪器, 两年工作经验，GPA79，雅思:6.5(L:6/R:7/W:6/S:6)"
香港科技大学电子工程理学硕士,"上海交通大学, 测控技术与仪器, 大四，GPA79.44，雅思7"
香港中文大学信息工程理学硕士,"北京航空航天大学, 信息安全, 大四，GPA87.95，雅思6.5"
香港科技大学电子工程理学硕士,"华中科技大学, 光电信息科学与工程, 已毕业，GPA76.1，家考托福101"
香港城市大学生物医学工程理学硕士,"苏州大学, 生物技术, 大四，GPA82，雅思7"
香港理工大学土木工程学理学硕士,"北京工业大学, 土木工程, 大四，GPA88.66，雅思6/5.5"
香港大学计算机科学理学硕士（多媒体计算方向）,"北京邮电大学, 计算机科学与技术, 三年以上工作经验，GPA83.87，雅思6.5"
香港科技大学航空工程理学硕士,"布里斯托大学, 机械工程, 大四，GPA68.67，不需要"
香港科技大学机械工程理学硕士,"华南理工大学, 光电信息科学与工程, 已毕业，GPA79.11，雅思6"
香港科技大学机械工程理学硕士,"武汉理工大学, 轮机工程, 大四，GPA3.67，雅思6.5（6.0）"
香港大学计算机科学理学硕士（常规方向）,"北京工业大学, 软件工程（中外合作办学）, 大四，GPA3.55，雅思6.5"
香港大学计算机科学理学硕士（常规方向）,"华南理工大学, 软件工程, 大四，GPA84.8，雅思:6.5(L:6.5/R:7.5/W:6.5/S:5.5)"
香港理工大学环境管理及工程学理学硕士,"广东工业大学, 环境工程, 已毕业，GPA84，雅思6"
香港科技大学电子工程理学硕士,"南京大学, 微电子科学与工程, 两年工作经验，GPA3.89，雅思6.5"
香港科技大学电信学理学硕士,"山东大学（威海）, 应用物理学, 大四，GPA77，雅思6.5"
香港科技大学机械工程理学硕士,"天津大学, 机械设计制造及其自动化, 已毕业，GPA3.42，雅思6.5"
香港中文大学环境信息、健康与公共管理理学硕士,"多伦多大学, 环境地理, 大四，GPA3.42，免"
香港科技大学电子工程理学硕士,"东南大学, 测控技术与仪器, 两年工作经验，GPA79，雅思:6.5(L:6/R:7/W:6/S:6)"
香港科技大学电信学理学硕士,"天津大学, 物联网工程, 已毕业，GPA81.58，雅思6.5"
香港大学电子商务与互联网计算理学硕士,"东北师范大学, 已毕业，GPA87.02，雅思:7.5(L:7.5/R:8.5/W:7.0/S:6.0)"
香港理工大学环境管理及工程学理学硕士,"华南理工大学, 资源环境科学, 两年工作经验，GPA77.62，雅思6.0"
香港科技大学航空工程理学硕士,"天津大学, 机械设计制造及其自动化, 已毕业，GPA3.42，雅思6.5"
香港科技大学土木基建工程与管理理学硕士,"长安大学, 道路桥梁与渡河工程（中外合作办学）, 大四，GPA86.47，雅思6.5"
香港城市大学电子资讯工程学理学硕士,"山东大学（威海）, 电子信息工程, 大四，GPA82.66，雅思:7.0(L:7.5/R:8.5/W:6.0/S:6.5)"
香港科技大学电信学理学硕士,"南京大学, 微电子科学与工程, 两年工作经验，GPA3.89，雅思6.5"
香港大学计算机科学理学硕士（网络安全方向）,"山东大学, 信息安全, 大四，GPA84.29，雅思7"
香港理工大学电子及资讯工程学理学硕士,"深圳大学, 自动化, 一年工作经验，GPA80，雅思6.5"
香港城市大学电子资讯工程学理学硕士,"南京理工大学, 通信工程, 大四，GPA85.89，雅思6.5"
香港科技大学电信学理学硕士,"南京理工大学, 通信工程, 大四，GPA85.89，雅思6.5"
香港中文大学信息工程理学硕士,"天津大学, 物联网工程, 已毕业，GPA81.58，雅思6.5"
香港中文大学通信工程理学硕士（CUHKSZ）,"天津大学, 电子信息工程, 大四，GPA3.24，雅思6.5"
香港浸会大学环境与公共卫生管理理学硕士,"南京体育学院, 运动康复, 大四，GPA87.53，481"
香港城市大学电子资讯工程学理学硕士,"中国科学院大学, 电子信息工程, 已毕业，GPA3.55，雅思:7(L:7.5/R:8/W:6/S:6)"
香港理工大学电子及资讯工程学理学硕士,"吉林大学, 微电子科学与工程, 已毕业，GPA81.11，雅思6.5"
香港大学土木工程工学硕士（通用方向）,"长安大学, 道路桥梁与渡河工程（中外合作办学）, 大四，GPA86.47，雅思6.5"
香港城市大学多媒体资讯科技理学硕士,"上海交通大学, 软件工程, 已毕业，GPA80.46，CET 6"
香港科技大学集成电路设计工程理学硕士,"吉林大学, 微电子科学与工程, 已毕业，GPA81.11，雅思6.5"
香港大学电气与电子工程工学硕士（常规方向）,"南京理工大学, 通信工程, 大四，GPA85.89，雅思6.5"
香港中文大学营养、食品科学和技术理学硕士,"合肥工业大学（宣城校区）, 食品质量与安全, 大四，GPA3.25，雅思6.5"
香港大学电子商务与互联网计算理学硕士,"中南大学, 信息管理与信息系统, 大四，GPA87.16，雅思6.5"
香港城市大学多媒体资讯科技理学硕士,"重庆大学, 安全工程, 已毕业，GPA3.61，雅思6.5"
香港科技大学环境工程与管理理学硕士,"华中农业大学, 环境工程, 大四，GPA85.57，雅思6.5"
香港科技大学电信学理学硕士,"中国农业大学, 电子信息工程, 大四，GPA3.59，雅思7"
香港中文大学生物医学工程理学硕士,"苏州大学, 生物技术, 大四，GPA82，雅思7"
香港中文大学生物医学工程理学硕士,"华南师范大学, 生物科学（师范）, 三年以上工作经验，GPA3.48，雅思6.5"
香港中文大学生物医学工程理学硕士,"北京航空航天大学, 生物医学工程, 大四，GPA85.5，雅思7.0"
香港理工大学碳中和可持续科技理学硕士,"中山大学, 海洋科学, 已毕业，GPA83，雅思6"
香港理工大学微电子技术与材料理学硕士,"山东大学, 微电子科学与工程, 已毕业，GPA85.33，雅思6.5"
香港理工大学城市信息学及智慧城市理学硕士,"华南师范大学, 地理信息科学, 大四，GPA83.6，雅思6.5"
香港理工大学测绘及地理资讯学理学硕士（地理资讯）,"华南师范大学, 地理信息科学, 大四，GPA83.6，雅思6.5"
香港科技大学集成电路设计工程理学硕士,"南京大学, 微电子科学与工程, 两年工作经验，GPA3.89，雅思6.5"
香港大学工业工程与物流管理理学硕士,"太原理工大学, 物流管理, 已毕业，GPA80.25，雅思:7(L:7/R:8.5/W:6.5/S:6)"
香港大学工业工程与物流管理理学硕士,"华南理工大学, 工业工程专业, 大四，GPA84.43，雅思:6.0(L:6.0/R:6.5/W:5.5/S:5.5)"
香港大学工业工程与物流管理理学硕士,"辽宁大学, 食品科学与工程, 三年以上工作经验，GPA83.87，雅思:6.5(L:6/R:7.5/W:6.5/S:6)"
香港理工大学区块链科技理学硕士,"上海大学, 信息工程, 已毕业，GPA85.53，雅思:6.5(L:7/R:7.5/W:6/S:5.5)"
香港理工大学资讯科技理学硕士,"中国地质大学（武汉）, 计算机科学与技术, 已毕业，GPA3.4，雅思7"
香港城市大学工程管理学理学硕士,"吉林大学, 材料科学与工程, 已毕业，GPA80，六级495"
香港理工大学国际航运及物流管理理学硕士,"上海海事大学, 物流管理, 一年工作经验，GPA87.06，雅思6.5"
香港理工大学环境管理及工程学理学硕士,"广东工业大学, 化学工程与工艺, 已毕业，GPA83.29，雅思6"
香港理工大学人工智能及大数据计算理学硕士,"东南大学, 人工智能, 大四，GPA83.39，雅思7.5"
香港城市大学机械工程学理学硕士,"华南理工大学, 光电信息科学与工程, 已毕业，GPA79.11，雅思6"
香港科技大学智能建筑物技术与管理理学硕士,"中国矿业大学（徐州）, 建筑学, 已毕业，GPA3.48，雅思6.5"
香港理工大学环境管理及工程学理学硕士,"西南民族大学, 环境科学, 一年工作经验，GPA83.77，雅思6"
香港理工大学电机工程学理学硕士,"华北电力大学, 电气工程及其自动化, 两年工作经验，GPA81.5，雅思6.5"
香港城市大学机械工程学理学硕士,"上海交通大学, 船舶与海洋工程, 已毕业，GPA2.97，雅思6.5"
香港城市大学机械工程学理学硕士,"湖南大学, 机械设计制造及其自动化, 大四，GPA82，雅思6.5"
香港浸会大学环境与公共卫生管理理学硕士,"广东工业大学, 化学工程与工艺, 已毕业，GPA83.29，雅思6.0"
香港大学电气与电子工程理学硕士,"上海交通大学, 测控技术与仪器, 大四，GPA79.44，雅思7.0"
香港科技大学工程企业管理理学硕士,"天津大学, 机械设计制造及其自动化, 已毕业，GPA3.05，雅思6.5"
香港科技大学信息技术理学硕士,"华南理工大学, 软件工程, 大四，GPA84.8，雅思6.5"
香港科技大学智能建筑物技术与管理理学硕士,"同济大学, 土木工程, 已毕业，GPA75.17，雅思7.0"
香港科技大学土木基建工程与管理理学硕士,"加州戴维斯大学, 土木工程, 大四，GPA82.7，无语言成绩，GRE324"
香港科技大学智能建筑物技术与管理理学硕士,"河海大学, 港口航道与海岸工程, 已毕业，GPA81.73，雅思6.5"
香港科技大学土木基建工程与管理理学硕士,"武汉大学, 土木工程, 大四，GPA86.18，雅思6.5"
香港城市大学多媒体资讯科技理学硕士,"北京工业大学, 数字媒体技术, 已毕业，GPA86.36，雅思6.5"
香港城市大学电子商贸,"上海财经大学, 电子商务, 大四，GPA80.37，雅思7.0"
香港城市大学电子商贸,"东华大学, 电子商务, 大四，GPA85.6，六级455"
香港科技大学土木基建工程与管理理学硕士,"山东大学, 土木工程, 已毕业，GPA82.88，雅思6.5"
香港大学电气与电子工程理学硕士,"东北大学秦皇岛分校, 通信工程, 大四，GPA88.8，雅思6.5"
香港大学电气与电子工程理学硕士,"南京航空航天大学, 自动化（航空电子与控制）（中外合作办学）, 已毕业，GPA80，雅思7.0"
香港大学计算机科学理学硕士,"University of Massachusetts Boston , 计算机科学, 一年工作经验，GPA3.29，无语言成绩"
香港理工大学资讯科技理学硕士,"湖南大学, 软件工程, 已毕业，GPA80，雅思6.0"
香港中文大学营养、食品科学和技术理学硕士,"华南农业大学, 食品质量与安全, 大四，GPA86.33，雅思6.5，GRE320"
香港中文大学营养、食品科学和技术理学硕士,"华南农业大学, 食品科学与工程, 大四，GPA88，雅思6.5"
香港理工大学测绘及地理资讯学理学硕士（地理资讯）,"中南大学, 遥感科学与技术, 大四，GPA87.8，雅思7.0"
香港城市大学工程管理学理学硕士,"东南大学, 测控技术与仪器, 三年工作经验，GPA84.42，雅思6.0"
香港中文大学计算机科学理学硕士,"同济大学, 软件工程, 大四，GPA88，雅思7.5"
香港大学工业工程与物流管理理学硕士,"河海大学, 港口航道与海岸工程, 已毕业，GPA81.73，雅思6.5"
香港大学电气与电子工程理学硕士,"华北电力大学, 电气工程及其自动化, 两年工作经验，GPA81.5，雅思6.5"
香港城市大学能源及环境理学硕士,"中国地质大学, 环境科学与工程, 大四，GPA84.13，雅思7.0"
香港城市大学能源及环境理学硕士,"复旦大学, 高分子材料与工程, 已毕业，GPA2.85，雅思6.5"
香港理工大学电机工程学理学硕士,"北京理工大学, 电气工程及其自动化, 已毕业，GPA75，雅思6.5"
香港中文大学信息工程理学硕士,"华南理工大学, 自动化, 大四，GPA83，雅思7.0"
香港中文大学信息工程理学硕士,"华南理工大学, 软件工程, 大四，GPA84.8，雅思6.5"
香港理工大学电机工程学理学硕士,"上海工程技术大学, 电气工程及其自动化, 大四，GPA86.5，雅思6.5"
香港理工大学资讯科技理学硕士,"合肥工业大学, 计算机科学与技术, 一年工作经验，GPA83.89，雅思6.0"
香港理工大学资讯科技理学硕士,"University of Massachusetts Boston , 计算机科学, 一年工作经验，GPA3.29，无语言成绩"
香港大学土木工程（岩土工程方向）,"长安大学, 土木工程, 大四，GPA3.46，雅思6.5"
香港大学土木工程理学硕士（通用方向）,"加州戴维斯大学, 土木工程, 大四，GPA3.27，无语言成绩"
香港城市大学工程管理学理学硕士,"上海交通大学, 船舶与海洋工程 , 已毕业，GPA3.15，雅思7.0"
香港科技大学电子工程理学硕士,"北京理工大学, 机械电子工程, 已毕业，GPA80.33，雅思7.0"
香港科技大学电子工程理学硕士,"中山大学, 微电子科学与工程, 大四，GPA3.6，托福91"
香港大学工业工程与物流管理理学硕士,"湖南大学, 国际经济与贸易, 大四，GPA84.43，雅思6.5，GRE320"
香港大学工业工程与物流管理理学硕士,"上海海事大学, 大四，GPA88，雅思6.5"
香港大学工业工程与物流管理理学硕士,"同济大学, 机械电子工程, 大四，GPA83.46，雅思6.5"
香港大学工业工程与物流管理理学硕士,"中南大学, 机械设计制造及其自动化, 大四，GPA84.5，雅思6.5"
香港大学工业工程与物流管理理学硕士,"中国海洋大学, 物流管理, 大四，GPA81.45，雅思6.0"
香港大学工业工程与物流管理理学硕士,"上海交通大学, 船舶与海洋工程 , 已毕业，GPA3.15，雅思7.0"
香港科技大学环境工程与管理理学硕士,"华中科技大学, 给排水科学与工程, 大四，GPA3.55，雅思:6.5(L:6/R:8.5/W:6/S:5.5)"
香港大学电气与电子工程理学硕士,"南京农业大学, 自动化, 大四，GPA88.69，雅思7.0"
香港科技大学工程企业管理理学硕士,"重庆大学, 土木工程, 大四，GPA3.28，雅思6.5"
香港科技大学智能建筑物技术与管理理学硕士,"武汉大学, 土木工程, 大四，GPA86.18，雅思6.5"
香港科技大学大数据科技理学硕士,"同济大学, 软件工程, 大四，GPA88，雅思7.5"
香港科技大学大数据科技理学硕士,"复旦大学, 计算机科学与技术, 大四，GPA85，雅思6.5"
香港大学电气与电子工程理学硕士,"华北电力大学, 电气工程及其自动化, 大四，GPA86.47，雅思7.0"
香港理工大学国际航运及物流管理理学硕士,"上海海事大学, 物流管理, 大四，GPA86，雅思7.0"
香港科技大学大数据科技理学硕士,"北京理工大学, 计算机科学与技术, 大四，GPA86.54，雅思7.5"
香港科技大学智能建筑物技术与管理理学硕士,"山东大学, 土木工程, 已毕业，GPA82.88，雅思6.5"
香港大学电气与电子工程理学硕士,"吉林大学, 微电子科学与工程, 大四，GPA82.04，雅思6.5"
香港理工大学区块链科技理学硕士,"新南威尔士大学, 计算机, 大四，GPA3.0，免语言成绩"
香港大学电气与电子工程理学硕士,"华南理工大学, 自动化, 大四，GPA3.45，雅思7.0"
香港城市大学工程管理学理学硕士,"加州戴维斯大学, 土木工程, 大四，GPA3.27，无语言成绩"
香港大学电气与电子工程理学硕士,"山东大学（威海）, 电子信息工程, 大四，GPA82.66，雅思7.0"
香港大学电气与电子工程理学硕士,"南京理工大学, 通信工程, 大四，GPA3.15，雅思7.0"
香港大学电气与电子工程理学硕士,"重庆大学, 电气工程, 大四，GPA86.92，托福83"
香港大学食品安全和毒理学理学硕士,"华南农业大学, 食品质量与安全, 大四，GPA86，雅思6.5"
香港科技大学信息技术理学硕士,"同济大学, 软件工程, 大四，GPA89.01，雅思6.5"
香港科技大学信息技术理学硕士,"浙江大学, 计算机科学与技术, 大四，GPA87.52，托福83"
香港理工大学国际航运及物流管理理学硕士,"上海海事大学, 交通管理, 大四，GPA87.6，雅思6.5"
香港城市大学多媒体资讯科技理学硕士,"南京理工大学, 计算机科学与技术, 已毕业，GPA83.3，雅思:6.5(L:6.5/R:7.0/W:6.0/S:5.5)"
香港理工大学国际航运及物流管理理学硕士,"上海海事大学, 交通管理, 大四，GPA84.4，雅思6.5"
香港理工大学国际航运及物流管理理学硕士,"上海海事大学, 交通管理, 大四，GPA3.6，雅思6.5"
香港大学食品安全和毒理学理学硕士,"华南农业大学, 食品科学与工程, 大四，GPA88.35，雅思6.5"
香港大学机械工程理学硕士,"华南理工大学, 机械工程, 大四，GPA3.51，雅思6.5"
香港科技大学机械工程理学硕士,"华南理工大学, 机械工程, 大四，GPA3.51，雅思6.5"
香港中文大学计算机科学理学硕士,"武汉大学, 网络空间安全, 大四，GPA86.79，雅思7.0"
香港科技大学集成电路设计工程理学硕士,"南京理工大学, 通信工程, 大四，GPA3.15，雅思7.0"
香港科技大学集成电路设计工程理学硕士,"吉林大学, 微电子科学与工程, 大四，GPA82.04，雅思6.5"
香港科技大学集成电路设计工程理学硕士,"中山大学, 微电子科学与工程, 大四，GPA3.6，托福91"
香港理工大学工业物流系统理学硕士,"上海财经大学, 电子商务, 大四，GPA3.1，雅思7.0"
香港科技大学工程企业管理理学硕士,"北京理工大学, 工业工程, 大四，GPA84.28，托福102"
香港理工大学电子及资讯工程学理学硕士,"东南大学, 测控技术与仪器, 两年工作经验，GPA79，雅思6.5"
香港理工大学电子及资讯工程学理学硕士,"中国科学院大学, 电子信息工程, 已毕业，GPA3.55，雅思7.0"
香港理工大学电子及资讯工程学理学硕士,"西安电子科技大学, 电气工程及其自动化, 已毕业，GPA78，雅思6.0"
香港中文大学电子商务与物流技术理学硕士,"东华大学, 电子商务, 大四，GPA89.3，雅思7.0"
香港科技大学电信学理学硕士,"南京理工大学, 通信工程, 大四，GPA3.15，雅思7.0"
香港理工大学机械工程理学硕士,"华南理工大学, 过程装备与控制工程, 大四，GPA2.98，雅思6.5"
香港城市大学土木与建筑工程理学硕士,"加州戴维斯大学, 土木工程, 大四，GPA3.27，无语言成绩"
香港科技大学电信学理学硕士,"吉林大学, 微电子科学与工程, 大四，GPA82.04，雅思6.5"
香港科技大学集成电路设计工程理学硕士,"南京理工大学, 电子信息类, 已毕业，GPA84.07，雅思6.5"
香港大学土木工程理学硕士（通用方向）,"中国农业大学, 土木工程（辅修计算机）, 已毕业，GPA3.42，雅思6.5"
香港大学工业工程与物流管理理学硕士,"中南财经政法大学, 贸易经济, 两年工作经验，GPA84.18，雅思6.5"
香港中文大学计算机科学理学硕士,"山东大学（威海）, 数字媒体技术, 大四，GPA86.75，雅思6.5"
香港理工大学电子及资讯工程学理学硕士,"山东大学（威海）, 应用物理学, 大四，GPA83.41，雅思:6.5(L:6.5/R:6.5/W:6.5/S:7.0)"
香港科技大学航空工程理学硕士,"东北大学秦皇岛分校, 车辆工程, 已毕业，GPA2.77，雅思6.5"
香港理工大学电子及资讯工程学理学硕士,"山东大学（威海）, 电子信息工程, 大四，GPA82.66，雅思7.0"
香港科技大学电信学理学硕士,"山东大学（威海）, 电子信息工程, 大四，GPA82.66，雅思7.0"
香港理工大学资讯科技理学硕士,"南京理工大学, 计算机科学与技术, 已毕业，GPA3.29，雅思6.5"
香港科技大学电信学理学硕士,"北京邮电大学, 电信工程及管理, 大四，GPA86，雅思7.0"
香港大学计算机科学理学硕士（多媒体计算方向）,"北京邮电大学, 电信工程及管理, 大四，GPA86，雅思7.0"
香港科技大学电信学理学硕士,"中山大学, 微电子科学与工程, 大四，GPA3.6，托福91"
香港大学土木工程工学硕士（环境工程方向）,"华中科技大学, 给排水科学与工程, 大四，GPA3.55，雅思:6.5(L:6/R:8.5/W:6/S:5.5)"
香港大学土木工程理学硕士（通用方向）,"吉林大学, 道路桥梁与渡河工程, 大四，GPA86.08，雅思6.0"
香港理工大学人工智能及大数据计算理学硕士,"南京大学, 计算机科学与技术, 已毕业，GPA3.79，托福109，GRE319"
香港理工大学资讯科技理学硕士,"中国人民大学, 计算机科学与技术, 已毕业，GPA80.03，雅思7.0"
香港大学工业工程与物流管理理学硕士,"上海交通大学, 交通运输, 大四，GPA80.16，雅思7.0"
香港科技大学电信学理学硕士,"南京理工大学, 电子信息类, 已毕业，GPA84.07，雅思6.5"
香港科技大学电信学理学硕士,"北京邮电大学, 通信工程, 大四，GPA89.15，雅思7.0"
香港大学工业工程与物流管理理学硕士,"北京交通大学, 交通运输, 大四，GPA86.5，雅思6.5"
香港大学工业工程与物流管理理学硕士,"上海海事大学, 交通管理, 大四，GPA87.6，雅思6.5"
香港理工大学区块链科技理学硕士,"中国人民大学, 计算机科学与技术, 已毕业，GPA80.03，雅思7.0"
香港理工大学民用航空工程学理学硕士,"南京航空航天大学, 交通运输（民航机务工程、民航维修工程）, 已毕业，GPA3.1，雅思6.0"
香港中文大学电子工程理学硕士,"华南理工大学, 自动化, 大四，GPA3.44，雅思7.0"
香港理工大学民用航空工程学理学硕士,"东北大学秦皇岛分校, 车辆工程, 已毕业，GPA2.77，雅思6.5"
香港中文大学电子工程理学硕士,"东北大学秦皇岛分校, 自动化, 两年工作经验，GPA3.92，托福83，GRE315"
香港科技大学智能建筑物技术与管理理学硕士,"四川农业大学, 土木工程, 已毕业，GPA82.32，多邻国130"
香港理工大学工业物流系统理学硕士,"吉林大学, 物流工程, 已毕业，GPA78，雅思6.5"
香港中文大学信息工程理学硕士,"北京邮电大学, 通信工程, 大四，GPA89.15，雅思7.0"
香港中文大学信息工程理学硕士,"山东大学（威海）, 通信工程, 已毕业，GPA3.47，雅思7.0"
香港城市大学工程管理学理学硕士,"同济大学, 机械电子工程, 大四，GPA83.46，雅思6.5"
香港科技大学化学与能源工程理学硕士,"安徽大学, 已毕业，GPA81.74，雅思7.0"
香港科技大学信息技术理学硕士,"特拉华大学, 计算机, 已毕业，GPA3.63，免语言成绩"
香港大学工业工程与物流管理理学硕士,"同济大学, 工业工程, 大四，GPA88，雅思7.0"
香港大学工业工程与物流管理理学硕士,"上海海事大学, 经济学（海运与物流经济）, 大四，GPA85，雅思7.0"
香港大学工业工程与物流管理理学硕士,"北京交通大学, 交通运输, 大四，GPA83.3，雅思7.5"
香港大学工业工程与物流管理理学硕士,"东南大学, 测控技术与仪器, 三年工作经验，GPA84.42，雅思6.0"
香港科技大学信息技术理学硕士,"山东大学（威海）, 计算机科学与技术, 大四，GPA89.01，雅思6.5"
香港理工大学环境管理及工程学理学硕士,"华中农业大学, 环境工程, 大四，GPA3.36，雅思6.5"
香港理工大学机械工程理学硕士,"南京理工大学, 材料科学与工程, 已毕业，GPA2.61，雅思6.0"
香港理工大学环境管理及工程学理学硕士,"香港教育大学, 环境, 大四，GPA3.33，雅思7.0"
香港理工大学机械工程理学硕士,"东北大学秦皇岛分校, 车辆工程, 已毕业，GPA2.77，雅思6.5"
香港理工大学机械工程理学硕士,"南京航空航天大学, 交通运输（民航机务工程、民航维修工程）, 已毕业，GPA3.1，雅思6.0"
香港理工大学土木工程学理学硕士,"武汉大学, 土木工程, 大四，GPA86.18，雅思6.5"
香港理工大学工业物流系统理学硕士,"上海海事大学, 大四，GPA3.04，雅思7.5"
