school,applicant
莫纳什大学文化与创意产业硕士（2年制）,"中山大学, 汉语言文学, 已毕业，GPA3.3，雅思6.5"
新南威尔士大学法学（含8个方向）,"烟台大学, 法学, 一年工作经验，GPA80，无语言成绩"
悉尼大学法学,"烟台大学, 法学, 一年工作经验，GPA80，无语言成绩"
西澳大学战略传播学,"北京师范大学-香港浸会大学联合国际学院, 传播学(媒体艺术与设计), 大四，GPA2.81，免语言成绩"
悉尼大学媒体实践,"香港大学, 全球创意产业和市场营销, 已毕业，GPA2.96，无语言成绩"
新南威尔士大学策展与文化领导,"香港大学, 全球创意产业和市场营销, 已毕业，GPA2.96，无语言成绩"
悉尼大学媒体实践,"北京师范大学-香港浸会大学联合国际学院, 传播学(媒体艺术与设计), 大四，GPA2.81，免语言成绩"
莫纳什大学国际关系,"重庆移通学院, 财务管理, 已毕业，GPA3.07，无语言成绩"
莫纳什大学传播学与媒体研究,"北京师范大学-香港浸会大学联合国际学院, 媒体设计与艺术, 大四，GPA2.85，免语言成绩"
悉尼大学国际关系,"重庆移通学院, 财务管理, 已毕业，GPA3.07，无语言成绩"
悉尼大学公共政策,"重庆移通学院, 财务管理, 已毕业，GPA3.07，无语言成绩"
新南威尔士大学公共关系与广告学,"中国地质大学（北京）, 资源勘查工程(固体矿产), 已毕业，GPA76.71，无语言成绩"
莫纳什大学传播学与媒体研究,"中国地质大学（北京）, 资源勘探, 已毕业，GPA2.48，无语言成绩"
悉尼大学教育学（对外英语教学）,"中国农业大学, 英语, 三年以上工作经验，GPA3.36，雅思7.5"
悉尼大学公共政策,"广州商学院, 金融学, 大四，GPA84"
昆士兰大学管理与公共政策（2年制）,"广州商学院, 金融, 大四，GPA3.4，无语言成绩"
莫纳什大学公共政策硕士（2年制）,"广州商学院, 金融, 大四，GPA3.4，无语言成绩"
莫纳什大学战略传播管理硕士（1.5年制）,"中国传媒大学南广学院, 西班牙语播音, 大四，GPA3.07"
墨尔本大学社会工作,"北京大学, 社会工作, 大四，GPA3.32，雅思7.0"
墨尔本大学教育学,"华威大学, 经济, 大四，GPA52"
昆士兰大学应用语言学（2年制）,"加州大学圣地亚哥分校, 认知科学, 毕业，GPA2.92，托福104"
悉尼大学跨文化与应用语言学,"加州大学圣地亚哥分校, 认知科学, 毕业，GPA2.92，托福104"
莫纳什大学应用语言学（普通/以国际传播为目的的世界英语教学）,"加州大学圣地亚哥分校, 认知科学, 毕业，GPA2.92，托福104"
新南威尔士大学应用语言学,"加州大学圣地亚哥分校, 认知科学, 毕业，GPA2.92，托福104"
悉尼大学媒体实践,"上海外国语大学, 日语, 4年工作经验，GPA3.54，雅思7"
悉尼大学数字传媒与文化,"暨南大学, 网络与新媒体, 大四，GPA3.74，雅思7.0"
墨尔本大学社会政策学,"北京大学, 社会工作, 大四，GPA3.32，雅思7.0"
悉尼大学媒体实践,"青岛大学, 新闻学, 大四，GPA86.78"
墨尔本大学全球媒体传播,"青岛大学, 新闻学, 大四，GPA86.78"
昆士兰大学应用语言学（2年制）,"香港教育大学, 语言研究及英语教育, 大五，GPA2.85"
昆士兰大学音乐（1年制）,"湖北师范大学, 音乐, 大四，GPA86.15"
墨尔本大学应用语言学（对外英语教学/语言测试/英语语言)硕士,"香港教育大学, 语言研究及英语教育, 大五，GPA2.85"
悉尼大学政治经济学硕士,"澳大利亚国立大学, International communication , 大三，GPA4.5"
悉尼大学国际法硕士,"皖西学院, 法学, 大四，GPA82.24"
新南威尔士大学法学（公司法与商法/公司法、商法与税务/刑事司法与犯罪学/争端解决/环境法/人权与社会公正/创新法/国际商务与经济法/国际法/媒体与技术法/税务）硕士,"皖西学院, 法学, 大四，GPA82.24"
悉尼大学跨文化与应用语言学硕士,"香港教育大学, 语言研究及英语教育, 大五，GPA2.85"
墨尔本大学教育学硕士,"安徽师范大学皖江学院, 学前教育, 大四，GPA86.53"
墨尔本大学城市规划硕士,"西华大学, 城乡规划, 大五，GPA84.02"
墨尔本大学营销传播学硕士,"南昌大学, 戏剧影视文学, 应届毕业生，GPA85.41，雅思6"
新南威尔士大学城市规划硕士,"西华大学, 城乡规划, 大五，GPA84.02"
悉尼大学城市与区域规划硕士,"西华大学, 城乡规划, 大五，GPA84.02"
悉尼大学城市化（文物保护）硕士,"西华大学, 城乡规划, 大五，GPA84.02"
莫纳什大学对外英语教学硕士,"四川外国语大学重庆南方翻译学院, 英语, 5年工作，GPA79"
悉尼大学教育学（对外英语教学）硕士,"四川外国语大学重庆南方翻译学院, 英语, 5年工作经验，GPA79"
莫纳什大学传播学与媒体研究硕士,"中国石油大学（北京）, 信息管理与信息系统, 应届毕业生，GPA80.2"
墨尔本大学应用语言学（对外英语教学/语言学习技术/语言测试/英语/现代语言）硕士,"华南理工大学, 商务英语, 大四，GPA3.38，雅思6.5"
悉尼大学媒体实践硕士,"广东外语外贸大学, 商务英语, 大四，GPA3.59，雅思7.0"
新南威尔士大学公共关系与广告学硕士,"广东外语外贸大学, 商务英语, 大四，GPA3.59，雅思7.0"
昆士兰大学传播学（针对社会改变的传播/公共关系与职业传播）硕士,"中国石油大学（北京）, 信息管理与信息系统, 应届毕业生，GPA80.2"
悉尼大学战略公共关系硕士,"中国石油大学（北京）, 信息管理与信息系统, 应届毕业生，GPA80.2"
昆士兰大学传播学（针对社会改变的传播/公共关系与职业传播）硕士,"首都师范大学科德学院, 广播电视编导, 已毕业，GPA3.09"
昆士兰大学教育研究（行为管理/职业发展/课程/指导与咨询/领导力/支持多元学习者）硕士,"郑州大学, 英语, 已毕业，GPA78.29"
悉尼大学环境科学与法律硕士,"中国人民大学, 环境工程, 应届毕业生，GPA79"
昆士兰大学教育研究（行为管理/职业发展/课程/指导与咨询/领导力/支持多元学习者）硕士,"广西师范大学, 数学应用数学, 2019年毕业，GPA85.28，雅思5.5"
悉尼大学国际法硕士,"华东政法大学, 法学, 大四，GPA3.62"
悉尼大学商业法硕士,"中国人民大学, 法语, 大四，GPA83"
莫纳什大学国际关系（普通/治理与安全/国际外交与贸易/政治暴力与反恐）硕士,"厦门大学嘉庚学院, 国际商务, 大四，GPA75.84"
悉尼大学城市化（城市设计）硕士,"浙江农林大学, 园林, 大四，GPA78.6"
悉尼大学税务硕士,"西南政法大学, 法学, 大四，GPA3.5"
悉尼大学法学硕士,"西南政法大学, 法学, 大四，GPA3.5"
悉尼大学商业法硕士,"西南政法大学, 法学, 大四，GPA3.5"
墨尔本大学翻译学硕士,"哈尔滨学院, 英语, 2019年毕业生，GPA3.81，雅思7"
莫纳什大学教育学（成人学习/数字化学习/幼儿教育/教育领导与政策/专家教学实践/普通/全纳与特殊教育）硕士,"广西师范大学, 数学应用数学, 1年工作经验，GPA85.28，雅思5.5"
悉尼大学数字传媒与文化硕士,"安徽师范大学, 英美文学+传媒, 大四，GPA3.6，托福98，GRE323"
墨尔本大学全球媒体传播硕士,"澳门理工学院, 中英翻译, 大四，GPA87，雅思6.5"
墨尔本大学法学硕士,"华中科技大学, 法学, 大四，GPA86.6，雅思7"
悉尼大学战略公共关系硕士,"对外经济贸易大学, 经济统计学, 大四，GPA2.53"
墨尔本大学公共政策与管理硕士,"哈尔滨工业大学, 建筑学, 1年工作经验，GPA82.72"
墨尔本大学知识产权法硕士,"东南大学, 法学, 已毕业，GPA87.97"
莫纳什大学传播学与媒体研究硕士,"对外经济贸易大学, 经济统计学, 大四，GPA2.53"
墨尔本大学应用语言学（对外英语教学/语言学习技术/语言测试/英语/现代语言）硕士,"广州大学, 英语（教师教育）, 大四，GPA3.77，雅思7.5"
悉尼大学跨文化与应用语言学硕士,"广州大学, 英语（教师教育）, 大四，GPA3.77，雅思7.5"
新南威尔士大学应用语言学硕士,"广州大学, 英语（教师教育）, 大四，GPA3.77，雅思7.5"
墨尔本大学发展研究硕士,"上海理工大学, 金融学, 大四，GPA83.9"
墨尔本大学国际关系硕士,"中国海洋大学, 法语, 大四，GPA3.43，雅思7"
墨尔本大学公共政策与管理硕士,"华南理工大学, 商务英语, 大四，GPA3.62，雅思7"
墨尔本大学国际关系硕士,"湖北大学, 哲学, 已毕业，GPA90.77"
昆士兰大学中文笔译与口译硕士,"曲阜师范大学, 翻译, 大四，GPA85.69，雅思7"
阿德莱德大学文学（口译，翻译与跨文化传播）硕士,"曲阜师范大学, 翻译, 大四，GPA85.69，雅思7"
新南威尔士大学口译硕士,"曲阜师范大学, 翻译, 大四，GPA85.69，雅思7"
新南威尔士大学公共政策与治理硕士,"哈尔滨工业大学, 建筑学, 2年工作经历，GPA82.72"
墨尔本大学全球媒体传播硕士,"安徽师范大学, 英美文学+传媒, 大四，GPA3.6，托福98，GRE323"
墨尔本大学教育学硕士,"兰州大学, 会计学（ACCA方向）, 1年工作经验，GPA80.27，雅思6.5"
墨尔本大学教育学硕士,"湖北大学, 哲学, 已毕业，GPA90.77"
新南威尔士大学国际关系硕士,"中南财经政法, 英语, 已毕业，GPA78.49"
墨尔本大学社会政策学硕士,"华南师范大学, 政治学与行政学, 已毕业，GPA3.49，雅思6.5"
新南威尔士大学国际关系硕士,"中国海洋大学, 法语, 大四，GPA3.43，雅思7"
新南威尔士大学新闻传播学硕士,"澳门理工学院, 中英翻译, 大四，GPA87，雅思6.5"
悉尼大学教育学（对外英语教学）硕士,"中南财经政法, 英语, 已毕业，GPA78.49"
悉尼大学国际关系硕士,"湖北大学, 哲学, 已毕业，GPA90.77"
莫纳什大学教育学（成人学习/数字化学习/幼儿教育/教育领导与政策/专家教学实践/普通/全纳与特殊教育）硕士,"山东女子学院, 学前教育, 大四，GPA3.38，雅思6"
悉尼大学教育学硕士,"澳门理工学院, 中英翻译, 大四，GPA87，雅思6.5"
悉尼大学国际关系硕士,"中国海洋大学, 法语, 大四，GPA3.43，雅思7"
悉尼大学文化研究硕士,"华南理工大学, 商务英语, 大四，GPA3.38，雅思6.5"
昆士兰大学公共卫生（酒精烟草及其他药物/全球健康/健康促进与疾病预防/本土卫生/营养学/标准）硕士,"天津中医药大学, 药学, 大四，GPA80.79"
悉尼大学法理学硕士,"湖北大学, 哲学, 已毕业，GPA90.77"
悉尼大学教育学硕士,"湖北大学, 哲学, 已毕业，GPA90.77"
悉尼大学国际关系硕士,"中南财经政法, 英语, 已毕业，GPA78.49"
悉尼大学教育学（教育心理学）硕士,"福建师范大学, 心理学, 已毕业，GPA82.17，雅思6"
莫纳什大学教育学（成人学习/数字化学习/幼儿教育/教育领导与政策/专家教学实践/普通/全纳与特殊教育）硕士,"澳门理工学院, 中英翻译, 大四，GPA87，雅思6.5"
莫纳什大学对外英语教学硕士,"西华大学, 翻译, 大四，GPA78.85，雅思6"
莫纳什大学传播学与媒体研究硕士,"怀卡托大学, 金融学, 大四，GPA3.16"
莫纳什大学公共卫生硕士,"山东中医药大学, 公共事业管理(卫生事业管理), 大四，GPA79.37"
悉尼大学数字传媒与文化硕士,"南昌大学, 广告学, 大四，GPA86，雅思6.0"
墨尔本大学商法硕士,"西南政法大学, 法学, 大四，GPA3.5"
悉尼大学数字传媒与文化硕士,"北京工业大学, 英语, 大四，GPA82，雅思7"
昆士兰大学管理与公共政策硕士,"华南师范大学, 政治学与行政学, 已毕业，GPA84.9，雅思6.5"
悉尼大学公共卫生硕士,"山东中医药大学, 公共事业管理(卫生事业管理), 大四，GPA2.78"
莫纳什大学传播学与媒体研究硕士,"湖南师范大学, 广告学, 大四，GPA74.97"
昆士兰大学公共卫生（酒精烟草及其他药物/全球健康/健康促进与疾病预防/本土卫生/营养学/标准）硕士,"山东中医药大学, 公共事业管理(卫生事业管理), 大四，GPA2.78"
澳大利亚国立大学普通语言学与应用语言学硕士,"昆明理工大学, 英语, 已毕业，GPA85.57"
墨尔本大学应用语言学（对外英语教学/语言学习技术/语言测试/英语/现代语言）硕士,"昆明理工大学, 英语, 已毕业，GPA85"
昆士兰大学中文笔译与口译硕士,"哈尔滨学院, 英语口译, 应届生，GPA3.81，雅思6.5（7.5 8 写"
悉尼大学公共政策硕士,"江西财经大学, 国际经济与贸易, 四年工作经验，GPA83，雅思6.5（5.5）"
悉尼大学跨文化与应用语言学硕士,"哈尔滨学院, 英语, 应届生，GPA85，雅思7.0 "
悉尼大学政治经济学硕士,"上海理工大学, 金融学, 大四，GPA83.9，托福12月考"
新南威尔士大学法学（公司法与商法/公司法、商法与税务/刑事司法与犯罪学/争端解决/环境法/人权与社会公正/创新法/国际商务与经济法/国际法/媒体与技术法/税务）硕士,"西南政法大学, 法学, 大四，GPA3.5"
悉尼大学媒体实践硕士,"山东师范大学, 广播电视, 三年工作经验，GPA3.21，雅思6.5(6.0)"
昆士兰大学传播学（针对社会改变的传播/公共关系与职业传播）硕士,"湖南师范大学, 广告学, 大四，GPA74.97"
莫纳什大学文化与创意产业硕士,"湖南师范大学, 广告学, 大四，GPA74.97"
新南威尔士大学公共关系与广告学硕士,"湖南师范大学, 广告学, 大四，GPA74.97"
新南威尔士大学法学（公司法与商法/公司法、商法与税务/刑事司法与犯罪学/争端解决/环境法/人权与社会公正/创新法/国际商务与经济法/国际法/媒体与技术法/税务）硕士,"中国人民大学, 法语, 大四，GPA3.38"
新南威尔士大学法学（公司法与商法/公司法、商法与税务/刑事司法与犯罪学/争端解决/环境法/人权与社会公正/创新法/国际商务与经济法/国际法/媒体与技术法/税务）硕士,"安徽师范大学, 英语师范，研究生口译, 研三，GPA83"
新南威尔士大学策展与文化领导（策展/文化领导）硕士,"上海财经大学浙江学院, 会计, 大四，GPA2.41/75"
新南威尔士大学新闻传播学硕士,"山东师范大学, 广播电视, 三年工作经验，GPA3.21，雅思6.5(6.0)"
昆士兰大学音乐硕士,"闽南师范大学, 音乐学（师范）, 大四，GPA3.3/83.84"
悉尼大学法学硕士,"华东政法大学, 法学, 一年工作经验，GPA2.95"
悉尼大学教育学硕士,"昆明理工大学, 英语, 大四，GPA85"
墨尔本大学艺术与文化管理硕士," 西南交通大学, 经济学, 已毕业，GPA80.79，托福61"
悉尼大学国际关系硕士,"上海大学, 生物工程, 已毕业，GPA75，雅思5.5"
昆士兰大学法学硕士,"华东政法大学, 法学, 一年工作经验，GPA2.95"
墨尔本大学教育学硕士," 西南交通大学, 经济学, 1年，GPA80.79，托福61"
悉尼大学政治经济学硕士," 西南交通大学, 经济学, 1年，GPA80.79，托福61"
新南威尔士大学法学（公司法与商法/公司法、商法与税务/刑事司法与犯罪学/争端解决/环境法/人权与社会公正/创新法/国际商务与经济法/国际法/媒体与技术法/税务）硕士,"南京审计大学, 法务会计, 大四，GPA3.33"
悉尼大学英语研究硕士,"昆明理工大学, 英语, 大四，GPA85"
悉尼大学跨文化与应用语言学硕士,"昆明理工大学, 英语, 大四，GPA85"
新南威尔士大学法学（公司法与商法/公司法、商法与税务/刑事司法与犯罪学/争端解决/环境法/人权与社会公正/创新法/国际商务与经济法/国际法/媒体与技术法/税务）硕士,"华东政法大学, 法学, 一年工作经验，GPA2.95"
昆士兰大学社会工作研究硕士,"华中农业大学, 社会工作, 大四，GPA3.56，雅思6.5"
莫纳什大学社会工作硕士,"华中农业大学, 社会工作, 大四，GPA3.56，雅思6.5"
墨尔本大学艺术策展硕士,"广西师范大学, 美术学（教育）, 两年工作经验，GPA3.7"
新南威尔士大学公共关系与广告学硕士,"广东财经大学, 广告学, 大四，GPA3.24，雅思6"
新南威尔士大学公共关系与广告学硕士,"上海政法学院, 汉语言, 大四，GPA85.82，雅思6"
悉尼大学媒体实践硕士,"国际关系学院, 传播学, 大四，GPA86.1"
悉尼大学艺术策展硕士,"郑州大学, 广播电视学, 大四，GPA81，托福88"
昆士兰大学音乐硕士,"厦门大学嘉庚学院, 音乐（钢琴）, 大四，GPA82，雅思5.5"
莫纳什大学教育学（成人学习/数字化学习/幼儿教育/教育领导与政策/专家教学实践/普通/全纳与特殊教育）硕士,"广西师范大学, 美术学（教育）, 两年工作经验，GPA3.7"
莫纳什大学传播学与媒体研究硕士,"东华大学, 教育技术学（媒体制作与传播）, 已毕业，GPA80，雅思6"
新南威尔士大学公共关系与广告学硕士,"东华大学, 教育技术学（媒体制作与传播）, 一年工作经验，GPA80，雅思6"
悉尼大学媒体实践硕士,"东华大学, 教育技术学（媒体制作与传播）, 一年工作经验，GPA80，雅思6"
悉尼大学数字传媒与文化硕士,"东华大学, 教育技术学（媒体制作与传播）, 一年工作经验，GPA80，雅思6"
墨尔本大学高级文学硕士,"上海政法学院, 汉语言, 大四，GPA85.82，雅思6"
新南威尔士大学法学（公司法与商法/公司法、商法与税务/刑事司法与犯罪学/争端解决/环境法/人权与社会公正/创新法/国际商务与经济法/国际法/媒体与技术法/税务）硕士,"东北财经大学, 工商管理, 大四，GPA90，雅思6"
莫纳什大学传播学与媒体研究硕士,"广东财经大学, 广告学, 大四，GPA3.24，雅思6"
新南威尔士大学法学（公司法与商法/公司法、商法与税务/刑事司法与犯罪学/争端解决/环境法/人权与社会公正/创新法/国际商务与经济法/国际法/媒体与技术法/税务）硕士,"中山大学, 会计学, 8年工作经验，GPA3.7，雅思6.5"
悉尼大学商业法硕士,"中山大学, 会计学, 8年工作经验，GPA3.7，雅思6.5"
莫纳什大学教育学（成人学习/数字化学习/幼儿教育/教育领导与政策/专家教学实践/普通/全纳与特殊教育）硕士,"南开大学, 经济学, 已毕业，GPA84.185，雅思7"
悉尼大学教育学（教育心理学）硕士,"南开大学, 经济学, 2年工作经验，GPA84.185，雅思7"
悉尼大学商业法硕士,"安徽大学, 社会学, 已毕业，GPA80"
悉尼大学社会工作硕士,"常州大学, 社会工作, 大四，GPA4.1/5"
悉尼大学媒体实践硕士,"郑州大学, 广播电视, 大四，GPA81，托福88"
莫纳什大学社会工作硕士,"常州大学, 社会工作, 大四，GPA4.1/5"
悉尼大学数字传媒与文化硕士,"华东师范大学, 广播电视编导, 大四，GPA2.8，雅思6.5"
澳大利亚国立大学亚太研究硕士,"中国石油大学（北京）, 英语, 大四，GPA87.5，雅思6.5"
悉尼大学文化研究硕士,"上海政法学院, 汉语言, 大四，GPA85.82，雅思6"
新南威尔士大学教育学（特殊教育）硕士,"西华师范大学, 英语, 6年工作经验，GPA81，雅思6"
墨尔本大学营销传播学硕士,"武汉大学, 传播学, 大四，GPA3.5+，雅思7.5"
墨尔本大学建筑学硕士,"上海大学, 建筑学, 大五，GPA87，雅思6.5"
澳大利亚国立大学林业硕士,"中国农业大学, 农业水利工程, 大四，GPA77，托福90"
悉尼大学数字传媒与文化硕士,"科罗拉多大学丹佛分校, 经济（辅修传媒）, 大四，GPA2.7"
新南威尔士大学公共关系与广告学硕士,"科罗拉多大学丹佛分校, 经济（辅修传媒）, 大四，GPA2.7"
莫纳什大学口译与笔译研究（口译与笔译/笔译）offer一枚,"山西师范大学, 商务英语, 大四，GPA76，雅思5.5"
新南威尔士大学笔译与口译offer一枚,"山西师范大学, 商务英语, 大四，GPA76，雅思5.5"
