school,applicant
伯明翰大学数据科学理学硕士,"江苏大学, 统计, 已毕业，GPA82，雅思6.5"
诺丁汉大学数据科学理学硕士,"江苏大学, 统计, 已毕业，GPA3.2，雅思6.5"
南安普顿大学运筹学与金融理学硕士,"中南大学, 数学, 大四，GPA76，无语言成绩"
伯明翰大学数据科学理学硕士,"暨南大学伯明翰大学联合学院, 数学与应用数学, 大四，GPA3.43，托福100"
利兹大学城市数据科学与分析理学硕士,"华南农业大学, 测绘工程, 大四，GPA88.11，无语言成绩"
格拉斯哥大学数学/应用数学理学硕士,"北京师范大学, 数学与应用数学, 已毕业，GPA78.04，雅思6.5"
华威大学分析科学与仪器理学硕士,"东华大学, 轻化工程, 大四，GPA80.01，无语言成绩"
布里斯托大学金融科技与数据科学理学硕士,"华东政法大学, 数量金融, 已毕业，GPA87，雅思6.5"
格拉斯哥大学理论物理学理学硕士,"吉林大学, 物理学, 大四，GPA2.77，雅思7.0"
南安普顿大学运筹学与金融理学硕士,"西南财经大学, 经济与管理国际化创新人才班, 大四，GPA83，雅思6.5"
南安普顿大学统计学理学硕士,"广东财经大学, 经济统计学, 已毕业，GPA86，托福109"
南安普顿大学运筹学与金融理学硕士,"安徽大学, 计算金融, 大四，GPA85.9，雅思6.0"
布里斯托大学数据科学理学硕士,"山东大学（威海）, 应用物理学, 大四，GPA83.41，雅思:6.5(L:6.5/R:6.5/W:6.5/S:7.0)"
埃克塞特大学数据科学与人工智能理学硕士,"上海应用技术大学, 软件工程, 已毕业，GPA3.06，无语言成绩"
谢菲尔德大学数据科学理学硕士,"北京科技大学, 信息管理与信息系统, 大四，GPA85，无语言成绩"
埃克塞特大学应用数据科学与统计理学硕士,"北京理工大学珠海学院, 软件工程, 已毕业，GPA78.5，无语言成绩"
曼彻斯特大学统计学理学硕士,"暨南大学, 经济统计学, 大四，GPA3.65，无语言成绩"
爱丁堡大学运筹学与数据科学理学硕士,"悉尼大学, 数据科学(Data Science), 金融数学与统计(Financial mathematics and statistics), 大四，GPA75，免语言成绩"
约克大学绿色化学与可持续工业技术理学硕士,"德州学院, 材料化学, 大四，GPA3.0，雅思6.0"
阿伯丁大学分析化学理学硕士,"德州学院, 材料化学, 大四，GPA3.0，雅思6.0"
南安普顿大学运筹学与金融理学硕士,"北京联合大学, 金融, 三年工作经验，GPA84，雅思6.0"
利兹大学生物科学理学硕士,"苏州科技大学, 生物工程, 大四，GPA80.34，无语言成绩"
爱丁堡大学统计学与数据科学理学硕士,"上海交通大学, 数学与应用数学, 大四，GPA80，无语言成绩"
"利兹大学聚合物,着色剂和精细化学品理学硕士","德州学院, 材料化学, 大四，GPA3.0，雅思6.0"
爱丁堡大学数据科学理学硕士,"华盛顿大学, Statistics (Data Science), 大四，GPA3.84，GRE326"
杜伦大学数据科学（数字人文）硕士,"汕头大学, 国际新闻与传播, 大四，GPA3.37，雅思6.0"
杜伦大学数据科学硕士,"汕头大学, 国际新闻与传播, 大四，GPA3.37，雅思6.0"
纽卡斯尔大学化学理学硕士,"德州学院, 材料化学, 大四，GPA3.0，雅思6.0"
谢菲尔德大学生物科学理学硕士（生物科学）,"苏州科技大学, 生物工程, 大四，GPA80.34，无语言成绩"
爱丁堡大学数据科学理学硕士,"暨南大学, 信息与计算科学, 已毕业，GPA91.7，无语言成绩"
爱丁堡大学数据科学理学硕士,"西安交通大学, 大数据管理与应用, 大四，GPA89.42，雅思7.0，GRE320"
约克大学生物技术理学硕士,"苏州科技大学, 生物工程, 大四，GPA80.34，无语言成绩"
诺丁汉大学生物技术理学硕士,"苏州科技大学, 生物工程, 大四，GPA80.34，无语言成绩"
格拉斯哥大学统计学理学硕士,"上海大学, 信息与计算科学, 已毕业，GPA3.27，雅思6.0"
曼彻斯特大学健康数据科学理学硕士,"广东海洋大学, 计算机科学与技术, 大四，GPA85.35，无语言成绩"
布里斯托大学工程数学理学硕士,"上海交通大学, 数学与应用数学, 大四，GPA80，无语言成绩"
曼彻斯特大学传染生物学理学硕士,"哈尔滨师范大学, 生物科学, 大四，GPA81.38，无语言成绩"
格拉斯哥大学生物信息学理学硕士,"山东大学, 生态学, 大四，GPA83.65，雅思6.0"
爱丁堡大学材料化学理学硕士,"海南大学, 化学工程与工艺, 已毕业，GPA3.24，雅思6.5"
华威大学统计学理学硕士,"上海大学, 信息与计算科学, 已毕业，GPA3.27，雅思6.0"
帝国理工学院光学与光子学理学硕士,"华南师范大学, 光电信息科学与工程, 大四，GPA86，雅思7.0"
伦敦大学学院数据科学理学硕士,"华盛顿大学, Statistics (Data Science), 大四，GPA3.84，GRE326"
爱丁堡大学运筹学与计算优化理学硕士,"中国海洋大学, 数学, 大四，GPA3.5，雅思6.5"
布里斯托大学生物信息学理学硕士,"山东大学, 生态学, 大四，GPA83.65，雅思6.0"
爱丁堡大学生物技术理学硕士,"北京化工大学, 生物医学工程, 已毕业，GPA3.09，雅思6.5"
杜伦大学数据科学硕士,"汕头大学, 金融学, 两年工作经验，GPA3.18，无语言成绩"
帝国理工学院环境数据科学与机器学习理学硕士,"暨南大学, 信息与计算科学, 已毕业，GPA91.7，无语言成绩"
伦敦大学学院应用分析化学理学硕士,"广东以色列理工学院, 化学工程与工艺, 大四，GPA87.7，雅思6.5"
曼彻斯特大学健康数据科学理学硕士,"澳门大学, 计算机科学, 大四，GPA83，雅思6.5"
伯明翰大学数据科学理学硕士,"重庆邮电大学, 通信工程, 大四，GPA82.33，托福88"
南安普顿大学应用统计学理学硕士,"上海理工大学, 数学, 大四，GPA80.05，托福98"
帝国理工学院应用计算科学与工程理学硕士,"澳门科技大学, 计算机科学, 大四，GPA3.67，无语言成绩"
爱丁堡大学统计学与数据科学理学硕士,"暨南大学, 经济统计学, 大四，GPA89.6，雅思7.0，GRE322"
曼彻斯特大学统计学理学硕士,"中国海洋大学, 数学, 大四，GPA3.5，雅思6.5"
帝国理工学院分类学、生物多样性与进化理学硕士,"北京林业大学, 野生动物与自然保护区管理, 大四，GPA90.14，雅思7.0"
曼彻斯特大学统计学理学硕士,"宁波诺丁汉大学, 统计学, 大四，GPA3.93，雅思7.0"
华威大学统计学理学硕士,"宁波诺丁汉大学, 统计学, 大四，GPA3.93，雅思7.0"
南安普顿大学数据与决策分析理学硕士,"深圳大学, 新能源科学与工程, 大四，GPA86.2，雅思6.5"
伯明翰大学数据科学理学硕士,"南京工业大学, 数学与应用数学, 大四，GPA82，雅思:5.5(L:5.0/R:5.5/W:6.0/S:4.5)"
伦敦大学国王学院营养硕士,"暨南大学, 食品科学与工程, 大四，GPA86"
布里斯托大学工程数学理学硕士,"深圳大学, 新能源科学与工程, 大四，GPA86.2，雅思6.5"
华威大学分析科学与仪器理学硕士,"东华大学, 应用化学, 已毕业，GPA79.6，雅思:6.0(L:6.0/R:7.0/W:6.0/S:5.5)"
伦敦大学国王学院营养硕士,"华中农业大学, 营养食品科学, 大四，GPA83.72，雅思6.5"
格拉斯哥大学生物信息学理学硕士,"中国药科大学, 生物制药, 大四，GPA84.94，雅思6"
布里斯托大学全球野生动物健康与保护理学硕士,"北京林业大学, 野生动物与自然保护区管理, 大四，GPA90.14，雅思6.5"
利兹大学金融统计与应用理学硕士,"北京师范大学珠海分校, 金融数学, 大四，GPA85"
格拉斯哥大学生物多样性、保护和流行病学定量方法理学硕士,"北京林业大学, 野生动物与自然保护区管理, 大四，GPA90.14"
利兹大学生物多样性与保护理学硕士,"北京林业大学, 野生动物与自然保护区管理, 大四，GPA90.14，雅思6.5"
布里斯托大学数据科学理学硕士,"华东师范大学, 计算机, 大四，GPA3.15，雅思6.5"
爱丁堡大学运筹学研究理学硕士,"南开大学, 工业工程, 1年工作经验，GPA86，雅思7.0"
利兹大学营养学理学硕士,"上海理工大学, 食品质量与安全, 大四，GPA81.39"
杜伦大学科学计算与数据分析理学硕士,"中山大学, 信息与计算科学, 大四，GPA83，雅思6.5"
伯明翰大学应用数学理学硕士,"华南师范大学, 数学, 大四，GPA84.8"
伯明翰大学数据科学理学硕士,"南京信息工程大学, 信息工程, 大四，GPA85.06"
曼彻斯特大学生物科学理学硕士,"武汉大学, 生物科学, 大四，GPA87，托福96"
曼彻斯特大学应用数学理学硕士,"华南师范大学, 数学, 大四，GPA84.8"
伦敦大学国王学院数学理学硕士,"华南师范大学, 数学, 大四，GPA84.8"
伯明翰大学数学、运筹学、统计学与计量经济学理学硕士,"汕头大学, 金融学, 1.5年工作经验，GPA81.77"
伦敦大学学院时空分析与大数据挖掘理学硕士,"华中农业大学, 信息管理与信息系统, 大四，GPA86.23"
爱丁堡大学生物信息学理学硕士,"武汉大学, 生物科学, 毕业大半年，GPA87，托福96"
曼彻斯特大学健康数据科学理学硕士,"华中农业大学, 信息管理与信息系统, 大四，GPA86.23"
伦敦大学国王学院营养硕士,"上海理工大学, 食品质量与安全, 大四，GPA81.39"
谢菲尔德大学数学理学硕士,"华南师范大学, 数学, 大四，GPA84.8"
诺丁汉大学统计学理学硕士,"汕头大学, 金融学, 1.5年工作经验，GPA81.77"
谢菲尔德大学数据科学理学硕士,"华东师范大学, 金工, 大四，GPA81.19，雅思6.5"
诺丁汉大学营养科学理学硕士,"上海理工大学, 食品质量与安全, 大四，GPA81.39"
爱丁堡大学运筹学与计算优化理学硕士,"华南师范大学, 数学, 大四，GPA84.8"
卡迪夫大学数据科学与分析学理学硕士,"伦敦大学学院, 数学, 2年工作经验，GPA48.2，GRE318"
拉夫堡大学网络安全与数据分析理学硕士,"伦敦大学学院, 数学, 3年工作经验，GPA48.2，GRE318"
拉夫堡大学数据科学理学硕士,"伦敦大学学院, 数学, 3年工作经验，GPA48.2，GRE318"
利兹大学数据科学与分析理学硕士,"华中科技大学, 电气工程及其自动化专业, 工作一年，GPA86.9"
伦敦大学国王学院数据科学理学硕士,"北京化工大学, 信息系统与信息管理, 大四，GPA3.69"
谢菲尔德大学数据科学理学硕士,"北京邮电大学, 软件工程/央财辅修金融, 大四，GPA82"
爱丁堡大学统计学与运筹学理学硕士,"中国传媒大学, 应用统计学, 大四，GPA90，雅思7.5，GRE324"
南安普顿大学运筹学与金融理学硕士,"北京师范大学-香港浸会大学联合国际学院, 金融数学, 大四，GPA3.04，雅思7"
爱丁堡大学医药与生物化学理学硕士,"浙江大学, 药学, 大四，GPA84.43"
南安普顿大学统计学理学硕士,"北京航空航天大学, 统计学, 已毕业，GPA3.18，托福98，GRE325"
格拉斯哥大学数据分析理学硕士,"北京航空航天大学, 统计学, 已毕业，GPA3.18，托福98，GRE325"
格拉斯哥大学数据科学理学硕士,"陕西师范大学, 计算机科学与技术, 大四，GPA86.8"
爱丁堡大学运筹学与数据科学理学硕士,"中南大学, 信息管理与信息系统, 大四，GPA84.78"
爱丁堡大学运筹学研究理学硕士,"香港中文大学（深圳）, 数据科学, 大四，GPA3.35，托福97，GRE320"
利兹大学 数据科学与分析理学硕士 ,"中山大学, 信息与计算科学, 大四，GPA83，雅思6.5"
帝国理工学院应用生物科学与生物科技理学硕士,"浙江大学, 茶学, 大四，GPA89.14，雅思7.5"
帝国理工学院应用计算科学与工程理学硕士,"中山大学, 大气科学, 大四，GPA3.63"
伦敦大学学院制药配方企业创业理学硕士,"浙江大学, 药学, 大四，GPA84.43"
伦敦大学学院制药学理学硕士,"浙江大学, 药学, 大四，GPA84.43"
华威大学大数据与数字期货理学硕士,"上海大学, 金融, 大四，GPA84.5，雅思7.0"
曼彻斯特大学统计学理学硕士,"中国传媒大学, 应用统计学, 大四，GPA90，雅思7.5，GRE324"
曼彻斯特大学统计学理学硕士,"北京航空航天大学, 统计学, 已毕业，GPA3.18，托福98，GRE325"
伦敦大学国王学院数据科学理学硕士,"南京理工大学, 自动化专业, 大四，GPA88.2，雅思6"
格拉斯哥大学数据分析理学硕士,"江苏大学, 统计学, 大四，GPA90.7，雅思6.5"
格拉斯哥大学生物技术理学硕士,"甘肃农业大学, 生物技术植物方向, 五年工作经验，GPA79"
南安普顿大学 数据科学理学硕士,"华东师范大学, 计算机科学与技术, 大四，GPA78.85，雅思7.5"
伯明翰大学数据科学理学硕士,"武汉科技大学, 金属材料, 大四，GPA82.44"
诺丁汉大学统计学理学硕士,"山东工商学院, 应用统计, 大四，GPA83.55"
南安普顿大学应用统计学理学硕士,"山东工商学院, 应用统计, 大四，GPA83.55"
布里斯托大学数据科学理学硕士,"华中农业大学, 信息管理与信息系统, 大四，GPA86.23"
布里斯托大学数据科学理学硕士,"华东师范大学, 计算机科学与技术, 大四，GPA78.85，雅思7.5"
南安普顿大学数据与决策分析理学硕士,"江苏大学, 统计学, 大四，GPA90.7，雅思6.5"
布里斯托大学金融科技与数据科学理学硕士,"江苏大学, 统计学, 大四，GPA90.7，雅思6.5"
布里斯托大学数据科学理学硕士,"中国海洋大学, 计算机, 大四，GPA85.8，雅思6.5"
布里斯托大学数据科学理学硕士,"武汉科技大学, 金属材料, 大四，GPA82.44"
诺丁汉大学数据科学理学硕士,"武汉科技大学, 金属材料, 大四，GPA82.44"
卡迪夫大学运筹学与应用统计学理学硕士,"山东工商学院, 应用统计, 大四，GPA83.55"
伦敦政治经济学院统计学理学硕士,"北京理工大学, 统计, 大四，GPA85.33，雅思7，GRE322"
兰卡斯特大学数据科学理学硕士,"北京科技大学, 应用物理, 大四，GPA81.3，雅思6.5"
格拉斯哥大学数据分析理学硕士,"中国农业大学, 数学与应用数学, 1年工作经验，GPA3.2，雅思6.5"
杜伦大学科学计算与数据分析理学硕士,"北京科技大学, 应用物理, 大四，GPA81.3，雅思6.5"
利兹大学统计学理学硕士,"广东金融学院, 经济统计学, 一年工作经验，GPA85.47，雅思6.5"
兰卡斯特大学数据科学理学硕士,"东北林业大学, 信息与计算科学, 2年工作经验，GPA76.66"
格拉斯哥大学数据科学理学硕士,"北京科技大学, 信息管理与信息系统, 毕业一年，GPA86.2，雅思6.0"
巴斯大学数据科学与统计学理学硕士,"东北林业大学, 信息与计算科学, 2年工作经验，GPA76.66"
卡迪夫大学数据科学与分析学理学硕士,"东北林业大学, 信息与计算科学, 2年工作经验，GPA76.66"
诺丁汉大学数据科学理学硕士,"北京科技大学, 应用物理, 大四，GPA81.3，雅思6.5"
诺丁汉大学数据科学理学硕士,"北京航空航天大学, 机械工程专业, 毕业1年，GPA3.54，雅思6.5"
爱丁堡大学材料化学理学硕士,"北京科技大学, 材料科学与工程, 大四，GPA82.1，雅思6.5"
诺丁汉大学统计学理学硕士,"广东金融学院, 经济统计学, 半年工作经验，GPA85.47，雅思6.5"
南安普顿大学运筹学理学硕士,"东北财经大学, 管理科学, 已毕业，GPA85.57"
南安普顿大学数据与决策分析理学硕士,"安徽财经大学, 信息系统与信息管理, 1年工作经验，GPA90.84，雅思7"
爱丁堡大学数学物理学理学硕士,"澳大利亚国立大学, 物理&数学, 已毕业，GPA76"
爱丁堡大学医药与生物化学理学硕士,"中国药科大学, 药物制剂（卓越工程师方向）, 大四，GPA86.71"
华威大学统计学理学硕士,"中国人民大学, 统计, 毕业1年，GPA3.27，雅思6.5，GRE321"
爱丁堡大学材料化学理学硕士,"复旦大学, 化学, 应届毕业生，GPA80，托福99，GRE319"
格拉斯哥大学生物技术理学硕士,"华南农业大学, 生物技术, 已毕业，GPA3.52，雅思6"
南安普顿大学 数据科学理学硕士,"中南大学, 数据科学与大数据技术, 大四，GPA81.76，雅思6.5"
伦敦大学学院制药学理学硕士,"中国药科大学, 药物制剂, 应届毕业生，GPA82"
诺丁汉大学数据科学理学硕士,"安徽财经大学, 信息系统与信息管理, 1年工作经验，GPA90.84，雅思7"
伦敦大学国王学院 理论物理学理学硕士,"澳大利亚国立大学, 物理&数学, 已毕业，GPA76"
贝尔法斯特女王大学数据分析理学硕士,"南京航空航天大学金城学院, 机械电子, 大四，GPA3.7，雅思6.5"
华威大学生物技术、生物制造与商务管理理学硕士,"中国海洋大学, 海洋资源开发技术, 大四，GPA3.11，雅思6.0"
格拉斯哥大学数据科学理学硕士,"上海理工大学, 计算机, 大四，GPA3.55，雅思6.5"
利兹大学健康数据分析理学硕士,"安徽医科大学, 信息系统与管理, 大四，GPA80.02"
兰卡斯特大学数据科学理学硕士,"安徽财经大学, 信息系统与信息管理, 毕业1年，GPA90.84，雅思7"
诺丁汉大学应用生物分子技术理学硕士,"广州中医药大学, 中药学, 大四，GPA82.24，雅思6.5"
布里斯托大学工程数学理学硕士,"武汉理工大学, 机械工程及自动化, 大四，GPA91.32，雅思6.5"
曼彻斯特大学统计学理学硕士,"中南财经政法大学, 统计学, 已毕业，GPA85.9"
格拉斯哥大学统计学理学硕士,"东北大学秦皇岛分校, 统计学, 大四，GPA85，雅思7，GRE322"
谢菲尔德大学数据科学理学硕士,"中南大学, 测绘工程, 应届毕业生，GPA80.9，雅思7"
帝国理工学院统计学理学硕士,"东南大学, 统计学, 大四，GPA87.76，托福89，GRE321"
杜伦大学科学计算与数据分析理学硕士,"浙江大学, 船舶工程, 一年半工作经验，GPA83，托福79"
格拉斯哥大学数据科学理学硕士,"天津工业大学, 软件工程, 大四，GPA81.63"
卡迪夫大学数据科学与分析学理学硕士,"南京师范大学中北学院, 会计, 五年工作经验，GPA77.76"
格拉斯哥大学数据分析理学硕士,"上海海事大学, 数学, 应届毕业生，GPA3.39"
谢菲尔德大学统计学理学硕士,"中南财经政法大学, 统计学金融方向, 已毕业，GPA85.9"
曼彻斯特大学健康数据科学理学硕士,"安徽医科大学, 信息系统与管理, 大四，GPA2.8"
兰卡斯特大学数据科学理学硕士,"上海海事大学, 数学, 应届毕业生，GPA3.39"
卡迪夫大学数据科学与分析学理学硕士,"南京航空航天大学金城学院, 机械电子, 大四，GPA3.75，雅思6"
布里斯托大学数据科学理学硕士,"澳门科技大学, 软件工程, 大四，GPA3.24"
南安普顿大学数据与决策分析理学硕士,"中南大学, 测绘工程, 应届毕业生，GPA80.9，雅思7"
伦敦大学玛丽皇后学院大数据科学（加实习）理学硕士,"上海海事大学, 数学, 应届毕业生，GPA3.39"
格拉斯哥大学数据科学理学硕士,"澳门科技大学, 软件工程, 大四，GPA3.24"
爱丁堡大学运筹学研究理学硕士,"南京农业大学, 工业工程, 半年工作经验，GPA88+，雅思6(5.5)"
格拉斯哥大学数据科学理学硕士,"中南大学, 数据科学与大数据技术, 大四，GPA81.76，雅思6.5(5.5)"
卡迪夫大学数据科学与分析学理学硕士,"安徽财经大学, 信息系统与信息管理, 毕业1年，GPA91，雅思7（6.0）"
南安普顿大学医学应用统计理学硕士,"安徽医科大学, 信息系统与管理, 大四，GPA2.8，雅思5.5"
南安普顿大学统计学理学硕士,"西南财经大学, 经济统计学, 大四，GPA3.1"
利兹大学数据科学与分析理学硕士,"西南财经大学, 经济统计学, 大四，GPA3.1"
谢菲尔德大学统计学理学硕士,"西南财经大学, 经济统计学, 大四，GPA3.1"
曼彻斯特大学统计学理学硕士,"山东大学（威海）, 数学+金融, 大四，GPA81.47/79.15，雅思5.5"
南安普顿大学数据与决策分析理学硕士,"上海海事大学, 数学, 应届毕业生，GPA3.39"
利兹大学数据科学与分析理学硕士,"上海海事大学, 数学, 应届毕业生，GPA3.39"
卡迪夫大学数据科学与分析学理学硕士,"上海海事大学, 数学, 应届毕业生，GPA3.39"
卡迪夫大学数据科学与分析学理学硕士,"中南财经政法大学, 统计, 大四，GPA82.36"
谢菲尔德大学统计学理学硕士,"中南财经政法大学, 统计, 大四，GPA82.36"
爱丁堡大学运筹学与数据科学理学硕士,"中央民族大学, 信息科学, 毕业1年，GPA85.61，雅思6.0"
伯明翰大学数学、运筹学、统计学与计量经济学理学硕士,"浙江理工大学, 数学与应用数学, 大四，GPA84，雅思6.5"
格拉斯哥大学数据科学理学硕士,"武汉理工大学, 信息管理与信息系统, 毕业半年，GPA84.89"
谢菲尔德大学数据科学理学硕士,"武汉理工大学, 信息管理与信息系统, 毕业半年，GPA84.89"
伯明翰大学数学、运筹学、统计学与计量经济学理学硕士,"戴尔豪斯大学, 经济统计, 大四，GPA3.1"
爱丁堡大学材料化学理学硕士,"苏州大学, 化学, 大四，GPA79，雅思5.5"
格拉斯哥大学统计学理学硕士,"中央民族大学, 信息科学, 半年工作经验，GPA85.61，雅思6.0"
华威大学统计学理学硕士,"上海财经大学, 统计专业金融风险管理方向, 大四，GPA3.33，雅思7(5.5)，GRE320"
曼彻斯特大学化学理学硕士,"苏州大学, 化学, 大四，GPA79，雅思5.5"
格拉斯哥大学化学理学硕士,"苏州大学, 化学, 大四，GPA79，雅思5.5"
伦敦大学国王学院数据科学理学硕士,"武汉理工大学, 信息管理与信息系统, 工作2年，GPA85.08，雅思5.5"
格拉斯哥大学统计学理学硕士,"戴尔豪斯大学, 经济统计, 大四，GPA3.1"
伦敦大学学院化学研究理学硕士,"中国矿业大学（徐州）, 应用化学, 大四，GPA82，雅思6"
爱丁堡大学材料化学理学硕士,"中国矿业大学（徐州）, 应用化学, 大四，GPA82，雅思6"
谢菲尔德大学数据科学理学硕士,"武汉大学, 电子商务, 大四，GPA81"
谢菲尔德大学数据科学理学硕士,"广东外语外贸大学, 电子商务, 大四，GPA82.75"
伦敦大学学院统计学理学硕士,"中南财经政法大学, 统计学, 大四，GPA88.95，雅思6"
格拉斯哥大学数据科学理学硕士offer一枚,"华北电力大学, 通信工程  硕士软件工程, 研三，GPA71"
曼彻斯特大学化学理学硕士offer一枚,"中国矿业大学（徐州）, 应用化学, 大四，GPA82，雅思6"
爱丁堡大学材料化学理学硕士offer一枚,"复旦大学, 材料化学, 已毕业，GPA83，托福95"
伦敦大学学院统计学理学硕士offer一枚,"山东大学（威海）, 信息与计算科学, 大四，GPA88.84，雅思6(5)"
伦敦大学国王学院数据科学理学硕士offer一枚,"上海财经大学, 信息管理与信息系统, 大四，GPA 85，托福97，雅思7.5，GRE 317+3.5"
帝国理工学院分类学与生物多样性硕士offer一枚,"四川农业大学, 生物技术, 大四，GPA 86，雅思 6.5"
爱丁堡大学生物技术硕士offer一枚,"四川农业大学, 生物技术, 大四，GPA 86，雅思 6.5"
